Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Reinseth Theresa E,Senior Vice President/CAO,2022-08-01,Option Exercise,101.49,795,80685,Aug 02 09:55 AM
Reinseth Theresa E,Senior Vice President/CAO,2022-08-01,Sale,143.32,795,113939,Aug 02 09:55 AM
Patolawala Monish D,"EVP, CFO & Transformation Off",2022-07-05,Option Exercise,128.49,6013,772610,Jul 06 09:08 AM
Poul Mojdeh,Group President,2022-05-17,Option Exercise,101.49,1634,165835,May 18 11:52 AM
Poul Mojdeh,Group President,2022-05-17,Sale,151.68,1634,247845,May 18 11:52 AM
Roman Michael F,Chairman and CEO,2022-05-03,Option Exercise,101.49,10610,1076809,May 04 10:49 AM
Roman Michael F,Chairman and CEO,2022-05-03,Sale,146.21,10610,1551288,May 04 10:49 AM
Rhodes Kevin H,EVP & Chief Legal Officer,2022-02-04,Option Exercise,160.73,167,26842,Feb 07 10:54 AM
Reinseth Theresa E,Senior Vice President/CAO,2022-02-04,Option Exercise,160.73,269,43236,Feb 07 10:49 AM
Chavez Rodriguez Beatriz Karin,Senior Vice President,2022-02-04,Option Exercise,160.73,671,107850,Feb 07 10:44 AM
Lavers Jeffrey R,Group President,2021-08-11,Option Exercise,101.49,6025,611477,Aug 12 11:51 AM
Lavers Jeffrey R,Group President,2021-08-11,Sale,200,6025,1205000,Aug 12 11:51 AM
Banovetz John Patrick,Executive Vice President,2021-08-10,Option Exercise,87.89,3236,284412,Aug 11 10:05 AM
Banovetz John Patrick,Executive Vice President,2021-08-10,Sale,197.93,3236,640498,Aug 11 10:05 AM
Ashish Khandpur K,Group President,2021-08-09,Option Exercise,101.49,6505,660192,Aug 10 10:02 AM
Ashish Khandpur K,Group President,2021-08-09,Sale,196.86,6505,1280582,Aug 10 10:02 AM
Hammes Eric D.,Group President,2021-08-03,Option Exercise,87.89,1139,100107,Aug 04 10:43 AM
Hammes Eric D.,Group President,2021-08-03,Sale,201.83,1765,356145,Aug 04 10:43 AM
Rutherford Denise R,Senior Vice President,2021-08-02,Sale,198.17,3135,621270,Aug 03 09:59 AM
Patolawala Monish D,Executive VP and CFO,2021-07-01,Option Exercise,199.09,6013,1197128,Jul 06 01:21 PM
