Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Gunther Scott,"SVP, Quality & Reg. Affairs",2022-07-27,Sale,107.67,394,42422,Jul 28 07:58 PM
Hopson Ricky,"Pres, Clinical Dev & Supply",2022-07-27,Sale,107.67,591,63633,Jul 28 07:59 PM
Grippo Michael J,"SVP, Strategy & Corp. Dev.",2022-07-27,Sale,107.67,388,41776,Jul 28 07:46 PM
Grippo Michael J,"SVP, Strategy & Corp. Dev.",2022-07-26,Sale,106.9,409,43722,Jul 28 07:46 PM
Gennadios Aristippos,Group Pres. Pharma & Consumer,2022-07-26,Sale,106.9,403,43081,Jul 28 07:45 PM
Fasman Steven L,EVP & Chief Admin Officer,2022-07-26,Sale,106.9,2546,272167,Jul 28 07:42 PM
Gargiulo Mario,SVP Global Ops Biologics,2022-07-26,Sale,106.9,969,103586,Jul 28 07:43 PM
Chiminski John R,Executive Chair,2022-07-26,Sale,106.9,9691,1035968,Jul 28 07:41 PM
Castellano Thomas P,"SVP, Chief Financial Officer",2022-07-26,Sale,106.9,347,37094,Jul 28 07:39 PM
Carletti Lorenzo,SVP Global Ops Ph & Cons Hlth,2022-07-26,Sale,106.9,631,67454,Jul 28 07:39 PM
Arnold Jonathan,SVP & Chief Commercial Ofcr,2022-07-26,Sale,106.9,94,10049,Jul 28 07:35 PM
Hopson Ricky,"Pres, Clinical Dev & Supply",2022-07-26,Sale,106.9,312,33353,Jul 28 07:59 PM
Gunther Scott,"SVP, Quality & Reg. Affairs",2022-07-26,Sale,106.9,450,48105,Jul 28 07:58 PM
Schmidt Kay A,"SVP, Enterprise Functions",2022-07-26,Sale,106.9,323,34529,Jul 28 08:03 PM
Pravda Ricardo,SVP & Chief HR Officer,2022-07-26,Sale,106.9,427,45646,Jul 28 08:01 PM
Maselli Alessandro,President & CEO,2022-07-26,Sale,106.9,816,87230,Jul 28 08:00 PM
Fasman Steven L,SVP & General Counsel,2022-06-10,Sale,107.07,5000,535352,Jun 13 04:57 PM
Gargiulo Mario,SVP Global Ops Large Molecule,2022-06-10,Sale,106.59,118,12578,Jun 13 04:58 PM
Zippelius Peter,Director,2022-02-06,Sale,102.65,487092,49999994,Feb 08 09:31 PM
Hopson Ricky,"VP, Chief Accounting Officer",2022-01-31,Sale,103.39,2325,240382,Feb 01 03:38 PM
Whitlow Ricci S,"President, CSS",2022-01-21,Sale,102.37,184,18836,Jan 24 04:42 PM
Flynn Karen,Chief Commercial Officer,2022-01-10,Sale,116.64,2472,288334,Jan 11 06:54 PM
Zippelius Peter,Director,2021-11-30,Sale,129.3,3000000,387900000,Dec 01 08:35 PM
LUCIER GREGORY T,Director,2021-11-23,Sale,127.35,5068,645407,Nov 24 12:40 PM
