Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
GOMO STEVEN J,Director,2022-07-28,Sale,279.21,35822,10001854,Jul 29 05:43 PM
Kortlang Benjamin John,Director,2022-07-28,Sale,268.59,50000,13429419,Jul 29 05:39 PM
GOMO STEVEN J,Director,2022-07-20,Option Exercise,11.17,35822,400149,Jul 22 06:10 PM
Kothandaraman Badrinarayanan,President & CEO,2022-06-23,Sale,200,38650,7730000,Jun 27 06:09 PM
Malchow Joseph Ian,Director,2022-06-15,Sale,188,12500,2350001,Jun 17 06:53 PM
Kothandaraman Badrinarayanan,President & CEO,2022-06-10,Option Exercise,1.31,155000,203050,Jun 14 05:53 PM
Kothandaraman Badrinarayanan,President & CEO,2022-06-10,Sale,196.42,77700,15262180,Jun 14 05:53 PM
MORA RICHARD,Director,2022-06-02,Option Exercise,0.7,6000,4200,Jun 03 05:05 PM
Kortlang Benjamin John,Director,2022-06-02,Sale,197.89,25000,4947164,Jun 03 05:06 PM
MORA RICHARD,Director,2022-06-02,Sale,198.5,6000,1191016,Jun 03 05:05 PM
Kothandaraman Badrinarayanan,President & CEO,2022-03-28,Sale,200.01,37500,7500356,Mar 30 04:26 PM
Malchow Joseph Ian,Director,2022-03-14,Sale,156.05,4460,695983,Mar 15 08:01 PM
Kothandaraman Badrinarayanan,President & CEO,2022-03-10,Option Exercise,1.31,155000,203050,Mar 11 09:23 PM
Kothandaraman Badrinarayanan,President & CEO,2022-03-10,Sale,175.65,80000,14052297,Mar 11 09:23 PM
McNeil Jeff,EVP & Chief Operating Officer,2022-03-03,Sale,162.86,19216,3129531,Mar 03 09:08 PM
McNeil Jeff,EVP & Chief Operating Officer,2022-03-02,Sale,162.81,20784,3383914,Mar 03 09:08 PM
RANHOFF DAVID A,EVP & Chief Commercial Officer,2022-03-02,Sale,162.81,15376,2503407,Mar 03 09:06 PM
Yang Mandy,Chief Financial Officer,2022-03-02,Sale,162.81,12117,1972827,Mar 03 09:06 PM
Kothandaraman Badrinarayanan,President & CEO,2022-03-02,Sale,162.81,35502,5780127,Mar 03 09:05 PM
McNeil Jeff,EVP & Chief Operating Officer,2022-02-17,Sale,151.06,19271,2911114,Feb 18 08:41 PM
McNeil Jeff,EVP & Chief Operating Officer,2022-02-16,Sale,149.49,18229,2724978,Feb 18 08:41 PM
GOMO STEVEN J,Director,2022-02-10,Sale,163.48,31609,5167341,Feb 14 04:58 PM
GOMO STEVEN J,Director,2022-02-04,Option Exercise,5.53,31609,174798,Feb 04 08:06 PM
Kothandaraman Badrinarayanan,President & CEO,2021-12-30,Sale,184.71,30000,5541265,Dec 30 08:25 PM
Branderiz Eric,EVP & Chief Financial Officer,2021-12-17,Sale,183.9,21908,4028981,Dec 17 05:41 PM
RANHOFF DAVID A,EVP & Chief Commercial Officer,2021-12-01,Sale,250.65,20299,5087936,Dec 03 06:47 PM
GOMO STEVEN J,Director,2021-11-23,Option Exercise,12.57,12932,162555,Nov 24 05:04 PM
RANHOFF DAVID A,EVP & Chief Commercial Officer,2021-11-17,Sale,254.28,20299,5161637,Nov 18 06:48 PM
RANHOFF DAVID A,EVP & Chief Commercial Officer,2021-11-16,Sale,244.1,66272,16177048,Nov 18 06:48 PM
Yang Mandy,Chief Accounting Officer,2021-11-04,Sale,236.69,3373,798355,Nov 05 05:00 PM
Yang Mandy,Chief Accounting Officer,2021-11-03,Sale,233.5,9453,2207293,Nov 05 05:00 PM
MORA RICHARD,Director,2021-10-29,Option Exercise,0.7,19000,13300,Oct 29 07:44 PM
McNeil Jeff,EVP & Chief Operating Officer,2021-10-29,Sale,225.8,30000,6774101,Oct 29 07:46 PM
MORA RICHARD,Director,2021-10-29,Sale,229.17,19000,4354242,Oct 29 07:44 PM
Kothandaraman Badrinarayanan,President & CEO,2021-09-30,Sale,150.49,30000,4514573,Oct 01 06:25 PM
McNeil Jeff,EVP & Chief Operating Officer,2021-08-17,Sale,164.04,18334,3007566,Aug 17 06:06 PM
McNeil Jeff,EVP & Chief Operating Officer,2021-08-16,Sale,169.79,19166,3254140,Aug 17 06:06 PM
McNeil Jeff,EVP & Chief Operating Officer,2021-08-02,Sale,183.16,7529,1379012,Aug 03 07:21 PM
RANHOFF DAVID A,EVP & Chief Commercial Officer,2021-07-12,Sale,183.87,28031,5154137,Jul 12 08:32 PM
