Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Wallace Noel R.,"Chairman, President & CEO",2022-06-06,Option Exercise,72.99,50000,3649500,Jun 08 04:30 PM
Wallace Noel R.,"Chairman, President & CEO",2022-06-06,Sale,79.34,50000,3966905,Jun 08 04:30 PM
Kooyman John W,Chief of Staff,2022-05-16,Option Exercise,72.99,19683,1436662,May 18 04:27 PM
Shotts Philip G.,Vice President and Controller,2022-05-16,Option Exercise,72.99,10000,729900,May 18 04:29 PM
Kooyman John W,Chief of Staff,2022-05-16,Sale,78.49,19683,1544990,May 18 04:27 PM
Shotts Philip G.,Vice President and Controller,2022-05-16,Sale,78.52,10000,785190,May 18 04:29 PM
Kooyman John W,Chief of Staff,2022-05-11,Sale,77.06,2600,200345,May 12 04:49 PM
Daniels Jennifer,CLO and Secretary,2022-02-18,Sale,79.25,8812,698354,Feb 22 04:34 PM
Kooyman John W,Chief of Staff,2022-02-18,Sale,79.22,3023,239488,Feb 22 04:34 PM
Massey Sally,Chief Human Resources Officer,2022-02-18,Sale,79.17,1624,128570,Feb 22 04:35 PM
Shotts Philip G.,Vice President and Controller,2022-02-18,Sale,79.19,2461,194898,Feb 22 04:35 PM
Verduin Patricia,Chief Technology Officer,2022-02-18,Sale,79.28,6306,499913,Feb 22 04:35 PM
Wallace Noel R.,"Chairman, President & CEO",2022-02-18,Sale,79.33,38583,3060824,Feb 22 04:34 PM
BILBREY JOHN P,Director,2022-02-14,Option Exercise,71.76,5389,386715,Feb 15 05:29 PM
BILBREY JOHN P,Director,2022-02-14,Sale,78.66,4917,386773,Feb 15 05:29 PM
Tsourapas Panagiotis,"Grp Pres, Eur& Developing Mkts",2022-02-09,Option Exercise,72.99,25000,1824750,Feb 11 04:21 PM
Tsourapas Panagiotis,"Grp Pres, Eur& Developing Mkts",2022-02-09,Sale,81,25000,2025000,Feb 11 04:21 PM
CAHILL JOHN T,Director,2022-02-03,Option Exercise,71.76,5389,386715,Feb 04 04:43 PM
Daniels Jennifer,CLO and Secretary,2022-02-03,Option Exercise,72.99,40580,2961934,Feb 04 04:44 PM
Daniels Jennifer,CLO and Secretary,2022-02-03,Sale,82.93,40580,3365239,Feb 04 04:44 PM
CAHILL JOHN T,Director,2022-02-03,Sale,83.16,5389,448128,Feb 04 04:43 PM
Verduin Patricia,Chief Technology Officer,2022-02-02,Option Exercise,72.99,51194,3736650,Feb 04 04:43 PM
POLK MICHAEL B,Director,2022-02-02,Option Exercise,71.76,5389,386715,Feb 04 04:43 PM
HARRIS C MARTIN,Director,2022-02-02,Option Exercise,71.76,4491,322274,Feb 04 04:42 PM
NORRINGTON LORRIE M,Director,2022-02-02,Option Exercise,71.76,5389,386715,Feb 04 04:42 PM
SADOVE STEPHEN I,Director,2022-02-02,Option Exercise,71.76,5389,386715,Feb 04 04:42 PM
SADOVE STEPHEN I,Director,2022-02-02,Sale,82.66,5389,445448,Feb 04 04:42 PM
NORRINGTON LORRIE M,Director,2022-02-02,Sale,82.75,5389,445953,Feb 04 04:42 PM
HARRIS C MARTIN,Director,2022-02-02,Sale,82.76,4491,371675,Feb 04 04:42 PM
POLK MICHAEL B,Director,2022-02-02,Sale,82.74,4681,387312,Feb 04 04:43 PM
Verduin Patricia,Chief Technology Officer,2022-02-02,Sale,82.39,51194,4217930,Feb 04 04:43 PM
Kooyman John W,Chief of Staff,2021-11-08,Sale,77.14,576,44436,Nov 09 04:29 PM
Wallace Noel R.,"Chairman, President & CEO",2021-11-05,Option Exercise,68.98,100000,6898000,Nov 08 04:29 PM
Wallace Noel R.,"Chairman, President & CEO",2021-11-05,Sale,77.4,100000,7739520,Nov 08 04:29 PM
Wallace Noel R.,"Chairman, President & CEO",2021-11-04,Option Exercise,68.98,152809,10540765,Nov 08 04:29 PM
Wallace Noel R.,"Chairman, President & CEO",2021-11-04,Sale,77.18,145200,11206681,Nov 08 04:29 PM
Massey Sally,Chief Human Resources Officer,2021-09-14,Sale,77.18,610,47079,Sep 15 04:57 PM
Kooyman John W,Chief of Staff,2021-09-14,Sale,77.18,635,49008,Sep 15 04:57 PM
Shotts Philip G.,Vice President and Controller,2021-08-16,Option Exercise,61.93,12737,788802,Aug 18 05:01 PM
Shotts Philip G.,Vice President and Controller,2021-08-16,Sale,79.95,12737,1018323,Aug 18 05:01 PM
Daniels Jennifer,CLO and Secretary,2021-08-05,Option Exercise,72.99,20290,1480967,Aug 09 05:06 PM
Daniels Jennifer,CLO and Secretary,2021-08-05,Sale,79.11,20290,1605136,Aug 09 05:06 PM
NORRINGTON LORRIE M,Director,2021-08-04,Option Exercise,67.48,1898,128077,Aug 06 06:35 PM
NORRINGTON LORRIE M,Director,2021-08-04,Sale,78.02,1898,148083,Aug 06 06:35 PM
