Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Shivananda Sripada,"EVP, Chief Technology Officer",2022-07-15,Option Exercise,0,2169,0,Jul 18 07:50 PM
Britto Mark,"EVP, Chief Product Officer",2022-05-06,Buy,81.04,7370,597229,May 09 06:08 PM
Alford Peggy,"EVP, Global Sales",2022-05-06,Sale,85.32,14767,1259920,May 09 06:08 PM
LORES ENRIQUE,Director,2022-05-04,Buy,88.13,1100,96947,May 05 06:57 PM
Alford Peggy,"EVP, Global Sales",2022-04-15,Option Exercise,0,21964,0,Apr 15 04:18 PM
Auerbach Jonathan,"EVP,Chief Strategy,Growth & Da",2022-03-04,Option Exercise,37.31,40749,1520345,Mar 07 05:04 PM
Auerbach Jonathan,"EVP,Chief Strategy,Growth & Da",2022-03-04,Sale,100.62,40749,4100014,Mar 07 05:04 PM
Shivananda Sripada,"EVP, Chief Technology Officer",2022-03-01,Option Exercise,0,15190,0,Mar 02 04:43 PM
SCHULMAN DANIEL H,President and CEO,2022-03-01,Option Exercise,0,84624,0,Mar 02 04:44 PM
Karbowski Jeffrey William,"VP, Chief Accounting Officer",2022-03-01,Option Exercise,0,3257,0,Mar 02 04:43 PM
Britto Mark,"EVP, Chief Product Officer",2022-03-01,Option Exercise,0,20261,0,Mar 02 04:40 PM
Rainey John D,"CFO and EVP,Global Customer Op",2022-03-01,Option Exercise,0,35270,0,Mar 02 04:41 PM
Karczmer Aaron,"EVP, Risk, Platforms & Legal",2022-03-01,Option Exercise,0,28920,0,Mar 02 04:37 PM
Auerbach Jonathan,EVP,2022-03-01,Option Exercise,0,27052,0,Mar 02 04:38 PM
Alford Peggy,"EVP, Global Sales",2022-03-01,Option Exercise,0,14253,0,Mar 02 04:38 PM
Alford Peggy,"EVP, Global Sales",2022-02-28,Sale,110.31,926,102147,Mar 02 04:38 PM
Yeary Frank D,Director,2022-02-18,Buy,103.96,4500,467834,Feb 22 05:48 PM
DORMAN DAVID W,Director,2022-02-08,Buy,119.33,8400,1002372,Feb 09 04:41 PM
Yeary Frank D,Director,2022-02-04,Buy,124.85,4000,499400,Feb 08 04:55 PM
Alford Peggy,"EVP, Global Sales",2022-02-04,Sale,124.34,4245,527823,Feb 08 04:57 PM
SCHULMAN DANIEL H,President and CEO,2022-02-03,Buy,124.57,7994,995842,Feb 07 05:55 PM
Auerbach Jonathan,"EVP,Chief Strategy,Growth & Da",2021-12-16,Option Exercise,0,1602,0,Dec 17 06:38 PM
SCHULMAN DANIEL H,President and CEO,2021-12-10,Sale,188.81,10000,1888094,Dec 13 05:36 PM
LORES ENRIQUE,Director,2021-12-03,Buy,180.08,2770,498822,Dec 06 04:17 PM
DORMAN DAVID W,Director,2021-11-23,Buy,186.47,1547,288469,Nov 23 09:26 PM
Auerbach Jonathan,"EVP,Chief Strategy,Growth & Da",2021-11-23,Sale,187.32,12314,2306689,Nov 23 09:22 PM
Karbowski Jeffrey William,"VP, Chief Accounting Officer",2021-11-16,Sale,215,1800,387000,Nov 17 04:04 PM
Karbowski Jeffrey William,"VP, Chief Accounting Officer",2021-11-15,Option Exercise,0,1221,0,Nov 16 04:42 PM
SCHULMAN DANIEL H,President and CEO,2021-11-12,Sale,206.38,10000,2063792,Nov 15 05:57 PM
Donahoe John J,Director,2021-11-09,Buy,204.42,9780,1999228,Nov 17 06:32 PM
SCHULMAN DANIEL H,President and CEO,2021-10-29,Sale,234.53,10000,2345288,Nov 01 06:03 PM
SCHULMAN DANIEL H,President and CEO,2021-09-10,Sale,285.93,10000,2859324,Sep 13 04:03 PM
Auerbach Jonathan,"EVP,Chief Strategy,Growth & Da",2021-08-24,Sale,278.64,12314,3431208,Aug 25 05:43 PM
Karbowski Jeffrey William,"VP, Chief Accounting Officer",2021-08-16,Sale,273.56,1800,492408,Aug 17 04:06 PM
SCHULMAN DANIEL H,President and CEO,2021-08-12,Sale,275.23,10000,2752326,Aug 13 04:06 PM
SCHULMAN DANIEL H,President and CEO,2021-07-30,Sale,276.81,10000,2768092,Aug 02 04:08 PM
Britto Mark,"EVP, Chief Product Officer",2021-07-30,Sale,279.15,9000,2512358,Aug 02 04:07 PM
Shivananda Sripada,"EVP, Chief Technology Officer",2021-07-15,Option Exercise,0,2169,0,Jul 16 04:17 PM
Britto Mark,"EVP, Chief Product Officer",2021-07-15,Option Exercise,0,2949,0,Jul 16 04:16 PM
