Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Carruthers Wendy,"EVP, Human Resources",2022-07-18,Sale,38,7500,285000,Jul 18 04:48 PM
Monson Jonathan,"SVP, Global Controller and CAO",2022-07-01,Option Exercise,0,728,0,Jul 06 04:56 PM
Brown Vance R,"SVP, GC and Corp. Secretary",2022-07-01,Option Exercise,0,4035,0,Jul 06 04:55 PM
Monson Jonathan,"SVP, Global Controller and CAO",2022-07-01,Option Exercise,0,728,0,Jul 06 04:56 PM
Carruthers Wendy,"EVP, Human Resources",2022-06-24,Sale,38,7500,285000,Jun 27 04:27 PM
Carruthers Wendy,"EVP, Human Resources",2022-05-16,Sale,39.43,7500,295725,May 17 04:37 PM
Scanlon Meghan,"SVP,Pres,Urology Pelvic Health",2022-05-01,Option Exercise,0,2062,0,May 02 04:33 PM
Mirviss Jeffrey B.,"EVP&Pres, Periph Intervent",2022-04-20,Sale,46.5,9645,448492,Apr 21 04:26 PM
Mirviss Jeffrey B.,"EVP&Pres, Periph Intervent",2022-04-19,Sale,45.5,10989,500000,Apr 20 04:52 PM
Carruthers Wendy,"EVP, Human Resources",2022-04-14,Sale,44.47,7500,333518,Apr 14 04:37 PM
Olson Scott,"SVP & Pres, CRM, Diagnostics",2022-04-01,Sale,44.55,700,31185,Apr 01 04:27 PM
Eddy Jodi Euerle,"SVP, Chief Info & Digital Off.",2022-04-01,Sale,45,2779,125055,Apr 04 04:21 PM
Butcher Arthur C,"EVP&Pres, Asia Pacific",2022-03-29,Option Exercise,16.31,5411,88253,Mar 31 04:31 PM
Butcher Arthur C,"EVP&Pres, Asia Pacific",2022-03-29,Sale,45,10269,462105,Mar 31 04:31 PM
Meredith Ian T,EVP Global Chief Med Officer,2022-03-28,Sale,43.68,6588,287764,Mar 29 04:45 PM
Mirviss Jeffrey B.,"EVP&Pres, Periph Intervent",2022-03-22,Sale,44.5,11236,500002,Mar 23 04:20 PM
Carruthers Wendy,"EVP, Human Resources",2022-03-15,Sale,42.34,7500,317587,Mar 16 04:25 PM
Fitzgerald Joseph Michael,"EVP & Pres, Cardiology",2022-03-03,Option Exercise,0,3603,0,Mar 07 04:21 PM
Brennan Daniel J.,EVP and CFO,2022-03-02,Sale,44.03,11029,485650,Mar 03 04:24 PM
Pierce David A,EVP Pres MedSurg,2022-03-01,Sale,43.94,1726,75840,Mar 02 04:29 PM
Eddy Jodi Euerle,"SVP, Chief Info & Digital Off.",2022-02-28,Option Exercise,0,1426,0,Mar 02 04:27 PM
Brennan Daniel J.,EVP and CFO,2022-02-28,Option Exercise,0,4481,0,Mar 02 04:26 PM
Butcher Arthur C,"EVP&Pres, Asia Pacific",2022-02-28,Option Exercise,0,1528,0,Mar 02 04:26 PM
Monson Jonathan,"VP, Global Controller and CAO",2022-02-28,Option Exercise,0,815,0,Mar 02 04:28 PM
Mirviss Jeffrey B.,"EVP&Pres, Periph Intervent",2022-02-28,Option Exercise,0,2037,0,Mar 02 04:28 PM
Mahoney Michael F,"Chairman, President & CEO",2022-02-28,Option Exercise,0,18330,0,Mar 02 04:27 PM
Meredith Ian T,EVP Global Chief Med Officer,2022-02-28,Option Exercise,0,1019,0,Mar 02 04:27 PM
Mackey Edward F,"EVP, Operations",2022-02-28,Option Exercise,0,2444,0,Mar 02 04:27 PM
Brown Vance R,"SVP, GC and Corp. Secretary",2022-02-28,Option Exercise,0,1019,0,Mar 02 04:26 PM
Carruthers Wendy,"SVP, Human Resources",2022-02-28,Option Exercise,0,1630,0,Mar 02 04:26 PM
Scanlon Meghan,"SVP,Pres,Urology Pelvic Health",2022-02-28,Option Exercise,0,1019,0,Mar 02 04:29 PM
Olson Scott,"SVP & Pres, CRM, Diagnostics",2022-02-28,Option Exercise,0,1426,0,Mar 02 04:29 PM
Nanavaty Maulik,"SVP & Pres, Neuromodulation",2022-02-28,Option Exercise,0,1630,0,Mar 02 04:28 PM
Thepaut Eric Francis Yves,"EVP & Pres, Eur, Mid-East, Afr",2022-02-28,Option Exercise,0,1833,0,Mar 02 04:31 PM
Sorenson John Bradley,"SVP, Global Supply Chain",2022-02-28,Option Exercise,0,1222,0,Mar 02 04:31 PM
Pierce David A,EVP Pres MedSurg,2022-02-28,Option Exercise,0,2444,0,Mar 02 04:29 PM
Pierce David A,EVP Pres MedSurg,2022-02-23,Sale,43.28,1761,76216,Feb 24 04:21 PM
Brennan Daniel J.,EVP and CFO,2022-02-22,Option Exercise,14.51,53182,771751,Feb 24 04:18 PM
Brennan Daniel J.,EVP and CFO,2022-02-22,Sale,42.75,53182,2273621,Feb 24 04:18 PM
Pierce David A,EVP Pres MedSurg,2022-02-22,Sale,42.55,1884,80164,Feb 24 04:21 PM
