Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Schneider Todd M.,CEO and Director,2022-07-27,Option Exercise,196.81,27608,5433598,Jul 28 03:27 PM
Thompson Michael Lawrence,Executive Vice President & CAO,2022-04-01,Sale,423.24,12500,5290531,Apr 05 01:30 PM
Hansen J. Michael,VP & CFO,2022-03-29,Option Exercise,142.67,34732,4955086,Mar 31 01:45 PM
Hansen J. Michael,VP & CFO,2022-03-29,Sale,424.23,8200,3478725,Mar 31 01:45 PM
FARMER SCOTT D,Executive Chairman,2022-01-28,Option Exercise,46.91,73422,3444226,Feb 01 11:38 AM
Schneider Todd M.,CEO and Director,2021-10-12,Option Exercise,153.48,31958,4904950,Oct 14 10:22 AM
Schneider Todd M.,CEO and Director,2021-10-12,Sale,403.99,21154,8545953,Oct 14 10:22 AM
Barstad Melanie W.,Director,2021-10-07,Option Exercise,53.39,3011,160757,Oct 08 10:33 AM
Barstad Melanie W.,Director,2021-10-07,Sale,398.56,3011,1200064,Oct 08 10:33 AM
Thompson Michael Lawrence,Executive Vice President & CAO,2021-10-06,Option Exercise,151.02,30448,4598217,Oct 08 10:36 AM
Thompson Michael Lawrence,Executive Vice President & CAO,2021-10-06,Sale,389.14,20227,7871135,Oct 08 10:36 AM
FROOMAN THOMAS E,"Sr VP, Secretary & Gen Counsel",2021-07-29,Option Exercise,148.16,25507,3779204,Aug 02 01:58 PM
FROOMAN THOMAS E,"Sr VP, Secretary & Gen Counsel",2021-07-29,Sale,392.46,16904,6634206,Aug 02 01:58 PM
