Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
TORGOW GARY,Director,2022-07-27,Buy,12.9,19382,249975,Jul 28 05:00 PM
Wasserman Zachary Jacob,CFO and Senior Exec. V.P.,2022-05-31,Option Exercise,8.57,26394,226197,Jun 02 04:16 PM
Houston Helga,Senior Exec. V. P.,2022-05-31,Sale,13.77,28166,387846,Jun 02 04:14 PM
Wasserman Zachary Jacob,CFO and Senior Exec. V.P.,2022-05-31,Sale,13.72,5456,74856,Jun 02 04:16 PM
Rhodes Steven Lee,Executive V.P.,2022-05-02,Option Exercise,8.57,9502,81432,May 03 04:28 PM
Rhodes Steven Lee,Executive V.P.,2022-05-02,Sale,13.28,14705,195285,May 03 04:28 PM
STEINOUR STEPHEN D,"President, CEO & Chairman",2022-04-26,Buy,13.98,14234,198959,Apr 28 04:18 PM
King Richard H,Director,2022-04-26,Buy,13.78,2178,30000,Apr 27 04:38 PM
PORTEOUS DAVID L,Director,2022-04-25,Buy,13.54,3240,43869,Apr 27 04:16 PM
Kleinman Scott D,Sr. EVP of Principal Sub.,2022-03-22,Sale,15.5,8290,128495,Mar 23 04:20 PM
Phelan Kenneth J,Director,2022-02-08,Buy,16.12,876,14121,Feb 09 04:25 PM
Phelan Kenneth J,Director,2022-02-07,Buy,15.83,6684,105808,Feb 09 04:25 PM
Litsey Jana J,General Counsel,2022-01-18,Sale,17.75,6000,106500,Jan 19 04:23 PM
Tutkovics Julie C,Exec. VP of Principal Sub.,2022-01-18,Sale,17.64,3084,54402,Jan 19 04:23 PM
Tutkovics Julie C,Exec. VP of Principal Sub.,2022-01-14,Option Exercise,13.77,35340,486632,Jan 18 04:19 PM
Pierce Sandra E.,Senior Exec Vice President,2022-01-10,Sale,17.35,17511,303816,Jan 11 04:22 PM
Syal Rajeev,SEVP,2022-01-10,Sale,17.35,5544,96188,Jan 11 04:21 PM
Pierce Sandra E.,Senior Exec Vice President,2022-01-07,Option Exercise,8.57,50675,434285,Jan 10 04:18 PM
Syal Rajeev,SEVP,2022-01-07,Option Exercise,13.77,45352,624497,Jan 11 04:21 PM
Litsey Jana J,General Counsel,2022-01-07,Sale,17.25,6000,103500,Jan 11 04:21 PM
Pierce Sandra E.,Senior Exec Vice President,2022-01-06,Sale,16.95,19815,335864,Jan 10 04:18 PM
Syal Rajeev,SEVP,2021-11-11,Option Exercise,10.54,66472,700685,Nov 15 04:49 PM
Syal Rajeev,SEVP,2021-11-11,Sale,16.05,67826,1088350,Nov 15 04:49 PM
Wasserman Zachary Jacob,CFO and Senior Exec. VP,2021-11-05,Sale,16.05,20824,334225,Nov 05 04:22 PM
Wasserman Zachary Jacob,CFO and Senior Exec. VP,2021-11-03,Option Exercise,8.57,26394,226197,Nov 04 04:40 PM
Phelan Kenneth J,Director,2021-11-03,Buy,15.71,20000,314220,Nov 04 04:31 PM
Wasserman Zachary Jacob,CFO and Senior Exec. VP,2021-11-03,Sale,16.11,8597,138455,Nov 04 04:40 PM
Jones Michael Scott,SEVP of Significant Subsidiary,2021-11-03,Sale,16.14,50000,806860,Nov 04 04:32 PM
Heller Paul G,Sr. EVP & Chief Technology Off,2021-11-01,Option Exercise,10.89,9182,99992,Nov 03 04:25 PM
Heller Paul G,Sr. EVP & Chief Technology Off,2021-11-01,Sale,15.92,181688,2891964,Nov 03 04:25 PM
Litsey Jana J,General Counsel,2021-10-21,Sale,16.75,6000,100500,Oct 22 04:33 PM
Tutkovics Julie C,Exec. VP of Principal Sub.,2021-10-21,Sale,16.7,3544,59185,Oct 22 04:33 PM
Tutkovics Julie C,Exec. VP of Principal Sub.,2021-10-20,Option Exercise,10.13,41862,423904,Oct 22 04:33 PM
Pohle Richard A,Executive Vice President,2021-10-20,Sale,16.5,4837,79810,Oct 21 05:14 PM
Syal Rajeev,SEVP,2021-10-04,Sale,16,213,3408,Oct 06 04:25 PM
Houston Helga,Senior Exec. V. P.,2021-08-20,Sale,14.71,31328,460691,Aug 24 04:39 PM
Dennis Donald Lee,EVP of Principal Subsidiary,2021-08-06,Sale,14.73,795,11714,Aug 09 02:59 PM
Jones Michael Scott,SEVP of Significant Subsidiary,2021-08-05,Sale,14.35,50000,717415,Aug 09 02:56 PM
