Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
GHAI RAHUL,"EVP, CFO",2022-08-02,Sale,77.87,5000,389354,Aug 02 06:11 PM
GHAI RAHUL,"EVP, CFO",2022-08-01,Sale,78.55,2618,205631,Aug 02 06:11 PM
LaFreniere Nora E.,"EVP, General Counsel",2022-07-29,Option Exercise,44.46,5362,238395,Aug 01 05:39 PM
LaFreniere Nora E.,"EVP, General Counsel",2022-07-29,Sale,76.54,13576,1039126,Aug 01 05:39 PM
Zheng Peiming,"President, Otis China",2022-05-27,Option Exercise,53.72,11375,611087,May 31 04:09 PM
Zheng Peiming,"President, Otis China",2022-05-27,Sale,75.92,3333,253043,May 31 04:09 PM
Zheng Peiming,"President, Otis China",2021-12-15,Option Exercise,84.92,8050,683606,Dec 16 05:02 PM
Zheng Peiming,"President, Otis China",2021-11-30,Option Exercise,80.4,334,26854,Dec 02 03:34 PM
GHAI RAHUL,EVP & Chief Financial Officer,2021-11-30,Option Exercise,80.4,667,53627,Dec 02 03:35 PM
Cramer James F.,"President, Otis Americas",2021-11-30,Option Exercise,80.4,87,6995,Dec 02 03:33 PM
Ryan Michael Patrick,"VP, CAO & Controller",2021-11-30,Option Exercise,80.4,61,4904,Dec 02 03:32 PM
KEARNEY CHRISTOPHER J,Executive Chairman,2021-11-30,Option Exercise,80.4,515,41406,Dec 02 03:32 PM
LaFreniere Nora E.,EVP & General Counsel,2021-11-30,Option Exercise,80.4,889,71476,Dec 02 03:27 PM
Calleja Fernandez Bernardo,"President, Otis EMEA",2021-07-28,Option Exercise,44.46,3234,143784,Jul 30 04:16 PM
Calleja Fernandez Bernardo,"President, Otis EMEA",2021-07-28,Sale,87.8,1597,140224,Jul 30 04:16 PM
Ryan Michael Patrick,"VP, CAO & Controller",2021-07-28,Sale,87.44,2220,194122,Jul 30 04:16 PM
