Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Owens Lester,Sr. Executive Vice President,2022-07-27,Option Exercise,0,87344,0,Jul 29 11:36 AM
Weinbach Michael S,Sr. Executive Vice President,2022-06-18,Option Exercise,0,73069,0,Jun 22 11:56 AM
Flowers Derek A.,Sr. EVP and Chief Risk Officer,2022-06-12,Option Exercise,0,4032,0,Jun 14 11:54 AM
Santos Kleber,Sr. Executive Vice President,2022-05-03,Sale,44.44,22700,1008788,May 05 12:09 PM
Van Beurden Saul,Sr. Executive Vice President,2022-04-08,Option Exercise,0,34987,0,Apr 12 12:09 PM
Weiss Jonathan G.,Sr. Executive Vice President,2022-03-15,Option Exercise,0,51485,0,Mar 17 12:51 PM
Van Beurden Saul,Sr. Executive Vice President,2022-03-15,Option Exercise,0,18682,0,Mar 17 12:45 PM
Powell Scott,SEVP & Chief Operating Officer,2022-03-15,Option Exercise,0,1723,0,Mar 17 12:40 PM
Patterson Ellen R,Sr. EVP and General Counsel,2022-03-15,Option Exercise,0,26483,0,Mar 17 12:35 PM
Mack Mary T,Sr. Executive Vice President,2022-03-15,Option Exercise,0,74652,0,Mar 17 12:30 PM
Hranicky Kyle G,Sr. Executive Vice President,2022-03-15,Option Exercise,0,15281,0,Mar 17 12:24 PM
Flowers Derek A.,Sr. EVP and Chief Risk Officer,2022-03-15,Option Exercise,0,20876,0,Mar 17 12:18 PM
DALEY WILLIAM M,Vice Chairman - Public Affairs,2022-03-15,Option Exercise,0,1566,0,Mar 17 12:11 PM
Morris Maria R,Director,2022-03-01,Option Exercise,50.29,1384,69601,Mar 03 12:35 PM
Chancy Mark A,Director,2022-03-01,Option Exercise,50.29,7515,377929,Mar 03 12:29 PM
Williams Ather III,Sr. Executive Vice President,2022-02-05,Option Exercise,0,170919,0,Feb 08 02:00 PM
Weiss Jonathan G.,Sr. Executive Vice President,2022-02-05,Option Exercise,0,28662,0,Feb 08 01:52 PM
Weinbach Michael S,Sr. Executive Vice President,2022-02-05,Option Exercise,0,26921,0,Feb 08 01:45 PM
Van Beurden Saul,Sr. Executive Vice President,2022-02-05,Option Exercise,0,16153,0,Feb 08 01:40 PM
Sommers Barry,Sr. Executive Vice President,2022-02-05,Option Exercise,0,14806,0,Feb 08 01:35 PM
SCHARF CHARLES W,CEO & President,2022-02-05,Option Exercise,0,72606,0,Feb 08 01:28 PM
Santos Kleber,Sr. Executive Vice President,2022-02-05,Option Exercise,0,85030,0,Feb 08 01:23 PM
Santomassimo Michael P.,Sr. EVP & CFO,2022-02-05,Option Exercise,0,137386,0,Feb 08 01:18 PM
Powell Scott,SEVP & Chief Operating Officer,2022-02-05,Option Exercise,0,29983,0,Feb 08 01:12 PM
Patterson Ellen R,Sr. EVP and General Counsel,2022-02-05,Option Exercise,0,20191,0,Feb 08 01:08 PM
Owens Lester,Sr. Executive Vice President,2022-02-05,Option Exercise,0,17229,0,Feb 08 01:01 PM
Mack Mary T,Sr. Executive Vice President,2022-02-05,Option Exercise,0,25031,0,Feb 08 12:56 PM
Hranicky Kyle G,Sr. Executive Vice President,2022-02-05,Option Exercise,0,19599,0,Feb 08 12:50 PM
Flowers Derek A.,Sr. EVP and Chief Risk Officer,2022-02-05,Option Exercise,0,19141,0,Feb 08 12:40 PM
DALEY WILLIAM M,Vice Chairman - Public Affairs,2022-02-05,Option Exercise,0,14448,0,Feb 08 12:33 PM
Carr Muneera S,"EVP, CAO & Controller",2022-02-05,Option Exercise,0,23691,0,Feb 08 12:28 PM
Powell Scott,SEVP & Chief Operating Officer,2022-01-28,Option Exercise,0,33369,0,Feb 01 01:03 PM
DALEY WILLIAM M,Vice Chairman - Public Affairs,2021-12-15,Option Exercise,0,8127,0,Dec 17 12:06 PM
SCHARF CHARLES W,CEO & President,2021-10-21,Option Exercise,0,120834,0,Oct 25 12:03 PM
Owens Lester,Sr. Executive Vice President,2021-07-27,Option Exercise,0,85674,0,Jul 28 04:31 PM
Norton Amanda G,Sr. EVP and Chief Risk Officer,2021-07-12,Option Exercise,0,30185,0,Jul 14 12:16 PM
