Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Schwab Charles R.,Co-Chairman,2022-07-29,Sale,69.43,135300,9393635,Aug 01 01:45 PM
Schwab Charles R.,Co-Chairman,2022-07-28,Sale,65.36,149600,9778559,Aug 01 01:45 PM
Schwab Charles R.,Chairman,2022-07-21,Sale,62.52,120000,7501884,Jul 22 11:09 AM
Schwab Charles R.,Chairman,2022-07-20,Sale,62.7,120000,7524384,Jul 20 07:24 PM
Schwab Charles R.,Chairman,2022-05-26,Sale,68.96,147275,10155966,May 27 03:39 PM
Bettinger Walter W,CEO,2022-04-29,Buy,67.07,63188,4238234,Apr 29 06:15 PM
Bettinger Walter W,CEO,2022-04-28,Buy,68.16,9723,662677,Apr 29 06:15 PM
Bettinger Walter W,CEO,2022-04-27,Buy,68.55,4341,297567,Apr 28 04:02 PM
Bettinger Walter W,CEO,2022-04-26,Buy,68.55,26108,1789688,Apr 26 06:51 PM
Bettinger Walter W,CEO,2022-04-25,Buy,69.49,36640,2545960,Apr 25 09:29 PM
Craig Jonathan M.,"MD, Senior EVP",2022-04-07,Sale,80.02,4016,321379,Apr 07 04:01 PM
Crawford Peter B.,"MD, EVP, and CFO",2022-03-22,Sale,91,3114,283374,Mar 22 04:27 PM
Crawford Peter B.,"MD, EVP, and CFO",2022-03-16,Sale,87.01,3114,270957,Mar 17 12:37 PM
Crawford Peter B.,"MD, EVP, and CFO",2022-03-01,Option Exercise,80.06,9342,747944,Mar 03 07:28 PM
Murtagh Nigel J,"MD, EVP - Corporate Risk",2022-03-01,Option Exercise,80.06,9916,793900,Mar 03 07:27 PM
Craig Jonathan M.,"MD, Senior EVP",2022-03-01,Option Exercise,80.06,16067,1286364,Mar 03 07:26 PM
MARTINETTO JOSEPH R,"MD, Senior EVP and COO",2022-03-01,Option Exercise,80.06,24288,1944558,Mar 03 07:24 PM
Clark Bernard J.,"MD, EVP - Advisor Services",2022-03-01,Option Exercise,80.06,13585,1087649,Mar 03 07:24 PM
Bettinger Walter W,CEO,2022-03-01,Option Exercise,80.06,84711,6782174,Mar 03 07:23 PM
Schwab Charles R.,Chairman,2022-03-01,Option Exercise,80.06,31389,2513082,Mar 03 07:22 PM
Schwab Charles R.,Chairman,2022-02-22,Sale,85.93,156860,13478956,Feb 22 05:12 PM
Schwab Charles R.,Chairman,2022-02-17,Sale,86.63,58140,5036936,Feb 17 07:59 PM
Schwab Charles R.,Chairman,2022-02-10,Sale,95.5,30873,2948430,Feb 11 12:35 PM
Wurster Richard A,President,2022-02-09,Option Exercise,43.65,61423,2681280,Feb 10 12:36 PM
Wurster Richard A,President,2022-02-09,Sale,94.62,61423,5811715,Feb 10 12:36 PM
HERRINGER FRANK C,Director,2022-02-08,Option Exercise,12.66,16491,208776,Feb 10 02:09 PM
Morgan Peter J. III,"MD, EVP, and General Counsel",2022-02-08,Option Exercise,45.3,4480,202932,Feb 08 04:00 PM
Morgan Peter J. III,"MD, EVP, and General Counsel",2022-02-08,Sale,94.04,4480,421319,Feb 08 04:00 PM
Crawford Peter B.,"MD, EVP, and CFO",2022-02-07,Option Exercise,23.12,7500,173400,Feb 08 04:13 PM
Crawford Peter B.,"MD, EVP, and CFO",2022-02-07,Sale,93.11,7500,698331,Feb 08 04:13 PM
Schwab Charles R.,Chairman,2022-02-07,Sale,92.59,119280,11043873,Feb 08 12:57 PM
Schwab Charles R.,Chairman,2022-02-03,Sale,90.2,119280,10759450,Feb 03 07:43 PM
Schwab Charles R.,Chairman,2022-02-02,Sale,89.75,119280,10705750,Feb 02 04:03 PM
Crawford Peter B.,"MD, EVP, and CFO",2022-02-01,Option Exercise,23.12,6000,138720,Feb 02 03:15 PM
Schwab Charles R.,Chairman,2022-02-01,Sale,89.43,1420,126987,Feb 02 04:03 PM
Crawford Peter B.,"MD, EVP, and CFO",2022-02-01,Sale,89.38,6000,536264,Feb 02 03:15 PM
Morgan Peter J. III,"MD, EVP, and General Counsel",2022-01-31,Sale,87.14,2239,195104,Feb 01 01:03 PM
Ruffel Charles A.,Director,2022-01-13,Option Exercise,43.05,2798,120454,Jan 14 01:18 PM
Craig Jonathan M.,Senior EVP,2022-01-12,Option Exercise,26.39,4976,131317,Jan 13 12:36 PM
Craig Jonathan M.,Senior EVP,2022-01-12,Sale,95,4976,472723,Jan 13 12:36 PM
Schwab Charles R.,Chairman,2022-01-10,Sale,90.07,60000,5404302,Jan 11 06:07 PM
Ruffel Charles A.,Director,2022-01-06,Option Exercise,59.32,2998,177841,Jan 07 01:35 PM
Schwab Charles R.,Chairman,2021-12-27,Sale,85.43,60000,5125614,Dec 28 07:01 PM
