Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Moos James Robert,Group President,2022-06-15,Option Exercise,33.82,1127,38113,Jun 17 04:41 PM
Moos James Robert,Group President,2022-06-15,Sale,98.56,516,50857,Jun 17 04:41 PM
KRAEMER HARRY M JANSEN JR,Director,2022-05-26,Option Exercise,31.62,10523,332767,May 31 05:44 PM
KRAEMER HARRY M JANSEN JR,Director,2022-05-26,Sale,103.18,7274,750531,May 31 05:44 PM
May Gary Stephen,Director,2022-05-09,Option Exercise,31.62,10523,332767,May 10 05:00 PM
May Gary Stephen,Director,2022-05-09,Sale,102.35,7299,747042,May 10 05:00 PM
KRONE ROGER A,CEO,2022-03-23,Option Exercise,31.55,69392,2189241,Mar 23 05:19 PM
KRONE ROGER A,CEO,2022-03-23,Sale,106.16,25431,2699758,Mar 23 05:19 PM
KRONE ROGER A,CEO,2022-03-21,Option Exercise,31.55,69392,2189241,Mar 23 05:19 PM
KRONE ROGER A,CEO,2022-03-21,Sale,106.26,25335,2692127,Mar 23 05:19 PM
WILLIAMS NOEL B,Director,2022-03-15,Option Exercise,31.62,10523,332767,Mar 16 04:42 PM
SHAPARD ROBERT S,Director,2022-03-04,Option Exercise,31.62,10523,332767,Mar 08 08:25 PM
JOHN MIRIAM E,Director,2022-03-03,Sale,104.07,5000,520374,Mar 07 04:55 PM
JOHN MIRIAM E,Director,2022-03-01,Option Exercise,31.62,10523,332767,Mar 03 04:41 PM
Cage Christopher R,Chief Financial Officer,2022-02-18,Option Exercise,31.55,6056,191060,Feb 22 05:30 PM
May Gary Stephen,Director,2022-02-17,Option Exercise,31.55,3630,114523,Feb 18 04:34 PM
May Gary Stephen,Director,2022-02-17,Sale,91.53,2340,214180,Feb 18 04:34 PM
Moos James Robert,Group President,2021-10-11,Sale,98.67,7500,740051,Oct 13 05:14 PM
Fasano Gerard A,Group President,2021-08-13,Buy,96.2,1040,100047,Aug 13 04:21 PM
May Gary Stephen,Director,2021-08-12,Sale,96.55,500,48275,Aug 12 04:48 PM
