Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Diamond Susan M,Chief Financial Officer,2022-07-01,Option Exercise,0,291,0,Jul 06 03:26 PM
Diamond Susan M,Chief Financial Officer,2022-06-01,Option Exercise,0,1023,0,Jun 03 11:01 AM
Deshpande Samir,Chief Information Officer,2022-05-03,Sale,434.19,3957,1718101,May 04 04:33 PM
Shrank William H,Chief Medical Officer,2022-05-01,Option Exercise,0,5430,0,May 03 01:45 PM
Fleming William Kevin,"Seg Pres, Pharmacy Sol & CCAO",2022-04-28,Sale,449.68,3210,1443471,May 02 01:34 PM
Huval Timothy S.,Chief Administrative Officer,2022-04-28,Sale,443.14,3477,1540798,May 02 01:26 PM
Diamond Susan M,Chief Financial Officer,2022-02-25,Option Exercise,0,1375,0,Mar 01 04:35 PM
Cox Heather,Chief Dig Health & Analyt Off.,2022-02-25,Option Exercise,0,3967,0,Mar 01 04:21 PM
Ventura Joseph C,Chief Legal Officer,2022-02-25,Option Exercise,0,2645,0,Mar 01 04:23 PM
Agrawal Vishal,Chief Strat & Corp Dev Officer,2022-02-25,Option Exercise,0,3967,0,Mar 01 04:23 PM
Deshpande Samir,Chief Information Officer,2022-02-25,Option Exercise,0,3967,0,Mar 01 04:22 PM
Huval Timothy S.,Chief Administrative Officer,2022-02-25,Option Exercise,0,4496,0,Mar 01 04:15 PM
Fleming William Kevin,"Seg Pres, Pharmacy Sol & CCAO",2022-02-25,Option Exercise,0,5289,0,Mar 01 04:16 PM
Zipperle Cynthia H,"SVP, Chief Acct Officer & Cont",2022-02-25,Option Exercise,0,1323,0,Mar 01 04:13 PM
Mesquita Jorge S.,Director,2022-02-17,Option Exercise,0,436,0,Feb 22 09:50 AM
Klevorn Marcy S,Director,2022-02-17,Option Exercise,0,436,0,Feb 22 09:50 AM
Agrawal Vishal,Chief Strat & Corp Dev Officer,2021-12-15,Option Exercise,0,1090,0,Dec 17 12:17 PM
Ventura Joseph C,Chief Legal Officer,2021-12-15,Option Exercise,0,952,0,Dec 17 12:17 PM
Wheatley Timothy Alan,"Segment President, Retail",2021-12-15,Option Exercise,0,1715,0,Dec 17 12:15 PM
Zipperle Cynthia H,"SVP, Chief Acct Officer & Cont",2021-12-15,Option Exercise,0,714,0,Dec 17 11:30 AM
Schick Susan D.,Seg Pres. Grp. & Military Bus.,2021-12-15,Option Exercise,0,2030,0,Dec 17 11:29 AM
Huval Timothy S.,Chief Administrative Officer,2021-12-15,Option Exercise,0,1269,0,Dec 17 11:28 AM
Shrank William H,Chief Medical Officer,2021-12-15,Option Exercise,0,684,0,Dec 17 11:23 AM
Diamond Susan M,Chief Financial Officer,2021-12-15,Option Exercise,0,933,0,Dec 17 11:22 AM
Cox Heather,Chief Dig Health & Analyt Off.,2021-12-15,Option Exercise,0,1090,0,Dec 17 10:54 AM
BROUSSARD BRUCE D,President & CEO,2021-12-15,Option Exercise,0,8182,0,Dec 17 10:55 AM
Deshpande Samir,Chief Information Officer,2021-12-15,Option Exercise,0,1136,0,Dec 17 10:45 AM
Fleming William Kevin,"Seg Pres, Pharmacy Sol & CCAO",2021-12-15,Option Exercise,0,1359,0,Dec 17 10:43 AM
Agrawal Vishal,Chief Strat & Corp Dev Officer,2021-12-11,Option Exercise,0,811,0,Dec 14 10:26 AM
BROUSSARD BRUCE D,President & CEO,2021-11-05,Option Exercise,294.24,41285,12147740,Nov 09 10:21 AM
BROUSSARD BRUCE D,President & CEO,2021-11-05,Sale,454.7,50006,22737766,Nov 09 10:21 AM
JONES DAVID A JR/KY,Director,2021-09-16,Sale,401,4800,1924800,Sep 20 09:07 AM
Bono Raquel C.,Director,2021-09-04,Option Exercise,0,397,0,Sep 08 09:16 AM
Cox Heather,Chief Dig Health & Analyt Off.,2021-09-01,Option Exercise,0,752,0,Sep 03 08:22 AM
Diamond Susan M,Chief Financial Officer,2021-07-01,Option Exercise,0,291,0,Jul 06 12:03 PM
