Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
WOODFORD BRENT,"EVP, Control, Fin Plan & Tax",2022-03-10,Sale,132.5,226,29945,Mar 10 08:28 PM
McCarthy Christine M,SEVP & Chief Financial Officer,2022-01-18,Option Exercise,38.75,15342,594502,Jan 18 07:51 PM
McCarthy Christine M,SEVP & Chief Financial Officer,2022-01-18,Sale,151.54,15342,2324927,Jan 18 07:51 PM
McCarthy Christine M,SEVP & Chief Financial Officer,2022-01-14,Option Exercise,38.75,10000,387500,Jan 14 08:00 PM
McCarthy Christine M,SEVP & Chief Financial Officer,2022-01-14,Sale,152.06,10000,1520600,Jan 14 08:00 PM
McCarthy Christine M,SEVP & Chief Financial Officer,2022-01-13,Option Exercise,38.75,10000,387500,Jan 14 08:00 PM
McCarthy Christine M,SEVP & Chief Financial Officer,2022-01-13,Sale,158,10000,1580000,Jan 14 08:00 PM
McCarthy Christine M,SEVP & Chief Financial Officer,2022-01-12,Option Exercise,38.75,10000,387500,Jan 14 08:00 PM
McCarthy Christine M,SEVP & Chief Financial Officer,2022-01-12,Sale,158.6,10000,1586000,Jan 14 08:00 PM
WOODFORD BRENT,"EVP, Control, Fin Plan & Tax",2022-01-04,Sale,158.89,2868,455697,Jan 06 08:28 PM
Chapek Robert A,Chief Executive Officer,2021-08-31,Sale,182,10587,1926834,Sep 02 07:00 PM
WOODFORD BRENT,"EVP, Control, Fin Plan & Tax",2021-08-13,Option Exercise,51.29,8000,410320,Aug 13 08:01 PM
WOODFORD BRENT,"EVP, Control, Fin Plan & Tax",2021-08-13,Sale,186.57,8000,1492600,Aug 13 08:01 PM
