Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Speranza Emanuela,CHIEF COMMERCIAL OFFICER,2022-05-09,Option Exercise,121.84,272,33140,May 10 04:57 PM
Speranza Emanuela,CHIEF COMMERCIAL OFFICER,2022-05-04,Option Exercise,53.37,4251,226876,May 05 04:02 PM
AMATO THOMAS A,Director,2022-03-28,Sale,133.03,615,81814,Mar 28 04:04 PM
Conti Anthony James,Director,2022-03-25,Option Exercise,52.27,5160,269713,Mar 28 04:01 PM
Conti Anthony James,Director,2022-03-25,Sale,133.37,5160,688186,Mar 28 04:01 PM
Speranza Emanuela,CHIEF COMMERCIAL OFFICER,2022-03-21,Option Exercise,0,1564,0,Mar 22 05:29 PM
Kohlhagen Steven W,Director,2021-12-02,Sale,137.75,1500,206623,Dec 02 04:00 PM
Kohlhagen Steven W,Director,2021-12-01,Sale,139.29,1500,208938,Dec 02 04:00 PM
CHANDY RUBY R,Director,2021-11-16,Option Exercise,46.96,5440,255462,Nov 17 04:01 PM
Marecic Thomas C,PRES. - ELECTRONIC INSTRUMENTS,2021-11-16,Option Exercise,49.96,20224,1010391,Nov 16 05:23 PM
CHANDY RUBY R,Director,2021-11-16,Sale,141.9,1802,255695,Nov 17 04:01 PM
Marecic Thomas C,PRES. - ELECTRONIC INSTRUMENTS,2021-11-16,Sale,140.82,20224,2847992,Nov 16 05:23 PM
MONTGOMERY THOMAS M,SR. VP. - COMPTROLLER,2021-11-16,Sale,142.12,5000,710578,Nov 17 04:00 PM
Marecic Thomas C,PRES. - ELECTRONIC INSTRUMENTS,2021-11-15,Option Exercise,46.96,4086,191879,Nov 16 05:23 PM
Marecic Thomas C,PRES. - ELECTRONIC INSTRUMENTS,2021-11-15,Sale,140.52,4086,574148,Nov 16 05:23 PM
ZAPICO DAVID A,CHIEF EXECUTIVE OFFICER,2021-11-12,Option Exercise,46.96,69803,3277949,Nov 12 05:52 PM
ZAPICO DAVID A,CHIEF EXECUTIVE OFFICER,2021-11-12,Sale,139.49,69803,9736921,Nov 12 05:52 PM
ZAPICO DAVID A,CHIEF EXECUTIVE OFFICER,2021-11-11,Option Exercise,46.96,41567,1951986,Nov 12 05:52 PM
ZAPICO DAVID A,CHIEF EXECUTIVE OFFICER,2021-11-11,Sale,138.89,41567,5773166,Nov 12 05:52 PM
CHANDY RUBY R,Director,2021-11-04,Option Exercise,52.27,5160,269713,Nov 05 04:02 PM
CHANDY RUBY R,Director,2021-11-04,Sale,140.31,1930,270800,Nov 05 04:02 PM
EGINTON WILLIAM D,SENIOR VP-CORP. DEVELOPMENT,2021-11-03,Option Exercise,56.93,27337,1556168,Nov 04 04:04 PM
Hardin John Wesley,PRES. - ELECTRONIC INSTRUMENTS,2021-11-03,Option Exercise,46.96,27750,1303140,Nov 04 04:10 PM
Burke William Joseph,Executive VP - CFO,2021-11-03,Option Exercise,46.96,22480,1055661,Nov 04 04:50 PM
Burke William Joseph,Executive VP - CFO,2021-11-03,Sale,140.04,22480,3148200,Nov 04 04:50 PM
Hardin John Wesley,PRES. - ELECTRONIC INSTRUMENTS,2021-11-03,Sale,140,27750,3885000,Nov 04 04:10 PM
EGINTON WILLIAM D,SENIOR VP-CORP. DEVELOPMENT,2021-11-03,Sale,139.82,27337,3822235,Nov 04 04:04 PM
Kohlhagen Steven W,Director,2021-09-08,Option Exercise,52.27,5160,269713,Sep 08 04:49 PM
Kohlhagen Steven W,Director,2021-09-08,Sale,132.28,5160,682566,Sep 08 04:49 PM
Jones Timothy N,PRESIDENT - ELECTROMECHANICAL,2021-08-30,Option Exercise,66.65,40936,2728377,Aug 31 04:04 PM
Jones Timothy N,PRESIDENT - ELECTROMECHANICAL,2021-08-30,Sale,137.58,41935,5769236,Aug 31 04:04 PM
Hardin John Wesley,PRES. - ELECTRONIC INSTRUMENTS,2021-06-30,Option Exercise,46.96,3000,140880,Jul 01 04:09 PM
Hardin John Wesley,PRES. - ELECTRONIC INSTRUMENTS,2021-06-30,Sale,133.44,3000,400307,Jul 01 04:09 PM
