Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Sorgi Vincent,President and CEO,2022-07-29,Option Exercise,26.59,27553,732634,Aug 01 04:27 PM
Henninger Tadd J,VP-Finance and Treasurer,2022-07-29,Option Exercise,29.08,69,2014,Aug 01 04:26 PM
Sorgi Vincent,President and CEO,2022-07-29,Sale,29,27553,799037,Aug 01 04:27 PM
Bonenberger David J,President of a PPL Subsidiary,2022-07-08,Option Exercise,25.22,477,12030,Jul 12 04:03 PM
Bonenberger David J,President of a PPL Subsidiary,2022-07-08,Sale,27.1,477,12927,Jul 12 04:03 PM
Bergstein Joseph P Jr,EVP and CFO,2022-07-05,Option Exercise,27.76,21,569,Jul 06 04:07 PM
Sorgi Vincent,President and CEO,2022-07-05,Option Exercise,27.76,10,279,Jul 06 04:09 PM
Sorgi Vincent,President and CEO,2022-07-01,Option Exercise,27.76,1238,34367,Jul 06 04:09 PM
Bergstein Joseph P Jr,EVP and CFO,2022-07-01,Option Exercise,27.76,2530,70221,Jul 06 04:07 PM
Raymond Stephanie R,President of a PPL Subsidiary,2022-06-08,Option Exercise,25.22,3374,85092,Jun 09 04:10 PM
Raymond Stephanie R,President of a PPL Subsidiary,2022-06-08,Sale,30.45,3374,102738,Jun 09 04:10 PM
Bergstein Joseph P Jr,EVP and CFO,2022-02-18,Option Exercise,26.1,17333,452391,Feb 23 05:51 PM
Raymond Stephanie R,President of a PPL Subsidiary,2022-02-18,Option Exercise,26.1,6311,164717,Feb 23 05:03 PM
Sorgi Vincent,President and CEO,2022-02-18,Option Exercise,26.1,45662,1191778,Feb 23 05:05 PM
Henninger Tadd J,VP-Finance and Treasurer,2022-02-18,Option Exercise,26.1,6929,180847,Feb 23 05:01 PM
Dudkin Gregory N,EVP and COO,2022-02-18,Option Exercise,26.1,32782,855610,Feb 23 05:00 PM
Crockett John R III,President of a PPL Subsidiary,2022-02-18,Option Exercise,26.1,6774,176801,Feb 23 04:58 PM
Beers Marlene C,Vice President and Controller,2022-02-18,Option Exercise,26.1,5518,144020,Feb 23 04:53 PM
Gosman Angela K,SVP and CHRO,2022-02-14,Option Exercise,28.35,983,27868,Feb 15 04:45 PM
Dudkin Gregory N,EVP and COO,2022-01-25,Sale,29.29,5432,159103,Jan 26 04:12 PM
Sorgi Vincent,President and CEO,2022-01-24,Option Exercise,26.47,39810,1053832,Jan 26 04:17 PM
Raymond Stephanie R,President of a PPL Subsidiary,2022-01-24,Option Exercise,29.56,1329,39285,Jan 26 04:15 PM
Dudkin Gregory N,EVP and COO,2022-01-24,Option Exercise,29.56,8195,242252,Jan 26 04:12 PM
Henninger Tadd J,VP-Finance and Treasurer,2022-01-24,Option Exercise,29.56,1665,49216,Jan 26 04:14 PM
Crockett John R III,President of a PPL Subsidiary,2022-01-24,Option Exercise,29.56,1426,42153,Jan 26 04:11 PM
Bergstein Joseph P Jr,EVP and CFO,2022-01-24,Option Exercise,29.56,1533,45315,Jan 26 04:10 PM
Beers Marlene C,Vice President and Controller,2022-01-24,Option Exercise,29.56,1380,40791,Jan 26 04:09 PM
Sorgi Vincent,President and CEO,2022-01-24,Sale,29.55,29624,875389,Jan 26 04:17 PM
