Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Whalen Julie,Director,2022-06-05,Option Exercise,0,694,0,Jun 06 07:30 PM
Altman Samuel H.,Director,2022-06-01,Option Exercise,0,1521,0,Jun 03 04:39 PM
Dolgen Jonathan L,Director Emeritus,2022-06-01,Option Exercise,0,725,0,Jun 03 04:39 PM
Athey Susan C,Director,2022-06-01,Option Exercise,0,2246,0,Jun 03 04:39 PM
Jacobson Craig A,Director,2022-06-01,Option Exercise,0,2246,0,Jun 03 04:39 PM
Clinton Chelsea,Director,2022-06-01,Option Exercise,0,2246,0,Jun 03 04:39 PM
Menendez-Cambo Patricia,Director,2022-06-01,Option Exercise,0,472,0,Jun 03 04:39 PM
Von Furstenberg Alexander,Director,2022-06-01,Option Exercise,0,2246,0,Jun 03 04:39 PM
KHOSROWSHAHI DARA,Director,2022-06-01,Option Exercise,0,2246,0,Jun 03 04:39 PM
Whalen Julie,Director,2022-06-01,Option Exercise,0,1521,0,Jun 03 04:39 PM
Anderson Beverly J,Director,2022-06-01,Option Exercise,0,472,0,Jun 03 06:43 PM
Menendez-Cambo Patricia,Director,2022-05-18,Buy,123.87,800,99097,May 18 04:20 PM
Soliday Lance A,Chief Accounting Officer,2022-05-16,Sale,124.12,376,46668,May 17 06:00 PM
Diller Barry,Chairman & Sr. Executive,2022-05-15,Option Exercise,0,7235,0,May 17 06:00 PM
Hart Eric M.,Chief Financial Officer,2022-05-15,Option Exercise,0,3403,0,May 17 06:00 PM
Kern Peter M,CEO and Vice Chairman,2022-05-15,Option Exercise,0,1584,0,May 17 06:00 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-05-15,Option Exercise,0,3939,0,May 17 06:00 PM
Soliday Lance A,Chief Accounting Officer,2022-05-15,Option Exercise,0,846,0,May 17 06:00 PM
KHOSROWSHAHI DARA,Director,2022-05-02,Sale,172.94,10000,1729377,May 03 04:23 PM
Menendez-Cambo Patricia,Director,2022-04-05,Option Exercise,0,474,0,Apr 05 04:38 PM
KHOSROWSHAHI DARA,Director,2022-04-01,Sale,198.29,20000,3965818,Apr 04 06:37 PM
KHOSROWSHAHI DARA,Director,2022-03-29,Sale,200,5000,1000000,Mar 30 06:10 PM
Kern Peter M,CEO and Vice Chairman,2022-03-07,Buy,167.79,6000,1006747,Mar 09 05:18 PM
KHOSROWSHAHI DARA,Director,2022-03-01,Sale,189.44,15000,2841585,Mar 02 04:13 PM
Hart Eric M.,Chief Financial Officer,2022-02-15,Option Exercise,0,17813,0,Feb 17 08:34 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-02-15,Option Exercise,73.09,65608,4795610,Feb 17 08:34 PM
Diller Barry,Chairman & Sr. Executive,2022-02-15,Option Exercise,0,4993,0,Feb 17 08:34 PM
Soliday Lance A,Chief Accounting Officer,2022-02-15,Option Exercise,0,1617,0,Feb 17 08:34 PM
Kern Peter M,CEO and Vice Chairman,2022-02-15,Option Exercise,0,20598,0,Feb 17 08:34 PM
Athey Susan C,Director,2022-02-15,Sale,200,200,40000,Feb 17 08:34 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-02-15,Sale,209.85,45891,9630133,Feb 17 08:34 PM
Soliday Lance A,Chief Accounting Officer,2022-02-15,Sale,209.11,378,79044,Feb 17 08:34 PM
Hart Eric M.,Chief Financial Officer,2022-02-15,Sale,209.5,10280,2153660,Feb 17 08:34 PM
Soliday Lance A,Chief Accounting Officer,2022-02-11,Option Exercise,105.13,2238,235281,Feb 14 04:44 PM
Soliday Lance A,Chief Accounting Officer,2022-02-11,Sale,208.81,2338,488198,Feb 14 04:44 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-02-08,Option Exercise,104.5,19390,2026255,Feb 10 08:48 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-02-08,Sale,190.5,19390,3693853,Feb 10 08:48 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-02-02,Option Exercise,104.5,9698,1013441,Feb 04 04:52 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-02-02,Sale,190.22,9698,1844746,Feb 04 04:52 PM
KHOSROWSHAHI DARA,Director,2022-02-01,Sale,184.74,15000,2771123,Feb 02 04:16 PM
Athey Susan C,Director,2022-01-18,Sale,181.99,300,54597,Jan 19 05:38 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-01-13,Option Exercise,104.5,4175,436288,Jan 18 05:51 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-01-13,Sale,190.03,4175,793368,Jan 18 05:51 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-01-04,Option Exercise,104.5,7741,808934,Jan 06 04:53 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2022-01-04,Sale,190.15,7741,1471922,Jan 06 04:53 PM
KHOSROWSHAHI DARA,Director,2022-01-03,Sale,183.45,15000,2751757,Jan 04 04:58 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-12-22,Option Exercise,104.5,20000,2090000,Dec 22 06:01 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-12-22,Sale,180.17,20000,3603398,Dec 22 06:01 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-12-21,Option Exercise,104.5,20000,2090000,Dec 22 06:01 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-12-21,Sale,171.23,20000,3424682,Dec 22 06:01 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-12-15,Option Exercise,0,5914,0,Dec 15 08:01 PM
Hart Eric M.,Chief Financial Officer,2021-12-15,Option Exercise,0,5914,0,Dec 15 08:01 PM
Athey Susan C,Director,2021-12-15,Sale,158,300,47400,Dec 15 08:01 PM
Soliday Lance A,Chief Accounting Officer,2021-12-01,Option Exercise,0,622,0,Dec 02 04:16 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-12-01,Option Exercise,0,2500,0,Dec 02 04:16 PM
Hart Eric M.,Chief Financial Officer,2021-12-01,Option Exercise,0,1667,0,Dec 02 04:16 PM
Soliday Lance A,Chief Accounting Officer,2021-12-01,Sale,157.81,352,55549,Dec 02 04:16 PM
Dolgen Jonathan L,Director Emeritus,2021-11-23,Sale,176.23,2500,440567,Nov 24 04:08 PM
Soliday Lance A,Chief Accounting Officer,2021-11-16,Sale,177.36,376,66687,Nov 16 05:52 PM
Soliday Lance A,Chief Accounting Officer,2021-11-15,Option Exercise,0,666,0,Nov 16 05:52 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-11-15,Option Exercise,0,3222,0,Nov 16 05:52 PM
Kern Peter M,CEO and Vice Chairman,2021-11-15,Option Exercise,0,1584,0,Nov 16 05:52 PM
Hart Eric M.,Chief Financial Officer,2021-11-15,Option Exercise,0,2604,0,Nov 16 05:52 PM
Diller Barry,Chairman & Sr. Executive,2021-11-15,Option Exercise,0,4993,0,Nov 15 07:42 PM
Athey Susan C,Director,2021-11-15,Sale,179.16,300,53748,Nov 15 07:42 PM
Diller Barry,Chairman & Sr. Executive,2021-11-11,Option Exercise,86.46,250000,21614500,Nov 15 07:42 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-11-09,Option Exercise,105.13,70000,7359100,Nov 12 06:21 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-11-09,Sale,187.5,70000,13125000,Nov 12 06:21 PM
KHOSROWSHAHI DARA,Director,2021-11-01,Option Exercise,91.75,50000,4587500,Nov 01 08:58 PM
KHOSROWSHAHI DARA,Director,2021-11-01,Sale,167.05,50000,8352429,Nov 01 08:58 PM
Athey Susan C,Director,2021-10-15,Sale,171,212,36252,Oct 15 05:19 PM
Anderson Beverly J,Director,2021-09-23,Option Exercise,0,887,0,Sep 24 08:41 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-09-22,Option Exercise,91.75,58993,5412608,Sep 22 04:36 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-09-22,Sale,155.85,58993,9194126,Sep 22 04:36 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-09-21,Option Exercise,91.75,6007,551142,Sep 22 04:36 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-09-21,Sale,155.1,6007,931681,Sep 22 04:36 PM
Athey Susan C,Director,2021-09-15,Sale,149.73,300,44919,Sep 15 04:42 PM
KHOSROWSHAHI DARA,Director,2021-09-14,Option Exercise,91.75,50000,4587500,Sep 15 04:42 PM
KHOSROWSHAHI DARA,Director,2021-09-14,Sale,150.14,50000,7506935,Sep 15 04:42 PM
Altman Samuel H.,Director,2021-09-10,Option Exercise,0,635,0,Sep 10 09:01 PM
Dolgen Jonathan L,Director Emeritus,2021-09-07,Sale,144.56,4000,578223,Sep 09 07:43 PM
Athey Susan C,Director,2021-08-16,Sale,147.3,300,44190,Aug 17 04:37 PM
Soliday Lance A,Chief Accounting Officer,2021-08-16,Sale,144.35,375,54131,Aug 17 04:37 PM
Soliday Lance A,Chief Accounting Officer,2021-08-15,Option Exercise,0,667,0,Aug 17 04:37 PM
Hart Eric M.,Chief Financial Officer,2021-08-15,Option Exercise,0,2603,0,Aug 17 04:37 PM
Diller Barry,Chairman & Sr. Executive,2021-08-15,Option Exercise,0,4994,0,Aug 17 04:36 PM
Dzielak Robert J,Chief Legal Officer & Sec'y,2021-08-15,Option Exercise,0,3222,0,Aug 17 04:37 PM
Kern Peter M,CEO and Vice Chairman,2021-08-15,Option Exercise,0,1584,0,Aug 17 04:37 PM
Athey Susan C,Director,2021-07-15,Sale,159.69,300,47907,Jul 16 04:43 PM
KHOSROWSHAHI DARA,Director,2021-07-01,Option Exercise,91.75,50000,4587500,Jul 01 07:12 PM
KHOSROWSHAHI DARA,Director,2021-07-01,Sale,166.63,50000,8331492,Jul 01 07:12 PM
