Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Luthar Vikram,Chief Financial Officer,2022-06-07,Option Exercise,33.18,7500,248850,Jun 08 04:28 PM
Luthar Vikram,Chief Financial Officer,2022-06-07,Sale,89.59,7500,671925,Jun 08 04:28 PM
Luthar Vikram,Chief Financial Officer,2022-05-10,Buy,84.97,5,425,Jun 01 04:35 PM
Morris Gregory A,Senior Vice President,2022-03-18,Sale,83.37,20000,1667313,Mar 21 04:47 PM
Macciocchi Vincent F,Senior Vice President,2022-02-15,Option Exercise,33.18,93110,3089390,Feb 16 04:49 PM
Macciocchi Vincent F,Senior Vice President,2022-02-15,Sale,76.7,93110,7141909,Feb 16 04:49 PM
Cuddy Christopher M,Senior Vice President,2022-02-09,Option Exercise,32.69,40101,1310752,Feb 10 04:44 PM
Cuddy Christopher M,Senior Vice President,2022-02-09,Sale,77.49,40101,3107516,Feb 10 04:44 PM
Young Ray G,Chief Financial Officer,2022-02-08,Option Exercise,27.52,155266,4272626,Feb 10 04:46 PM
Young Ray G,Chief Financial Officer,2022-02-08,Sale,76.74,155266,11914883,Feb 10 04:46 PM
LUCIANO JUAN R,President & CEO,2022-01-31,Option Exercise,27.45,268249,7364436,Feb 01 06:20 PM
LUCIANO JUAN R,President & CEO,2022-01-31,Sale,74.57,268249,20002766,Feb 01 06:20 PM
WESTBROOK KELVIN R,Director,2022-01-05,Option Exercise,0,8177,0,Jan 06 04:45 PM
Dufour Pierre,Director,2022-01-03,Option Exercise,0,4980,0,Jan 04 06:43 PM
Sanchez Francisco J,Director,2022-01-03,Option Exercise,0,4486,0,Jan 04 06:44 PM
FINDLAY D CAMERON,Senior Vice President,2021-11-01,Option Exercise,36.68,99503,3649770,Nov 02 01:46 PM
FINDLAY D CAMERON,Senior Vice President,2021-11-01,Sale,63.73,99503,6341525,Nov 02 01:46 PM
LUCIANO JUAN R,President & CEO,2021-07-29,Buy,59.54,16790,999700,Jul 29 05:10 PM
