Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Blanchard Augusto J,Corp VP,2022-07-05,Sale,210.64,567,119433,Jul 06 04:09 PM
D'Ambrosio Christopher,Corp. VP,2022-05-09,Option Exercise,103.1,421,43405,May 11 04:07 PM
D'Ambrosio Christopher,Corp. VP,2022-05-09,Sale,214.07,312,66789,May 11 04:07 PM
Dyson Deborah L,Corp. VP,2022-04-05,Option Exercise,69.72,2787,194301,Apr 06 05:11 PM
Dyson Deborah L,Corp. VP,2022-04-05,Sale,234.55,2787,653691,Apr 06 05:11 PM
Sperduto James T,Corp VP,2022-02-09,Option Exercise,75.1,1671,125492,Feb 10 04:11 PM
Sperduto James T,Corp VP,2022-02-09,Sale,210.47,1671,351695,Feb 10 04:11 PM
D'Ambrosio Christopher,Corp. VP,2022-02-07,Option Exercise,103.1,421,43405,Feb 09 04:13 PM
D'Ambrosio Christopher,Corp. VP,2022-02-07,Sale,206.93,329,68080,Feb 09 04:13 PM
Dyson Deborah L,Corp. VP,2022-01-12,Option Exercise,52.65,2161,113768,Jan 13 04:10 PM
Dyson Deborah L,Corp. VP,2022-01-12,Sale,235.13,2161,508116,Jan 13 04:10 PM
Brown Laura G,Corp. VP,2022-01-03,Option Exercise,107.35,2171,233057,Jan 05 04:20 PM
Michaud Brian L.,Corp VP,2022-01-03,Option Exercise,107.35,2171,233057,Jan 05 04:21 PM
Kwon David,Corp VP,2022-01-03,Option Exercise,90.63,1254,113650,Jan 05 04:21 PM
Sackman Stuart,Corp. VP,2022-01-03,Option Exercise,69.72,2133,148706,Jan 05 04:20 PM
DeSilva Joseph,Corp VP,2022-01-03,Option Exercise,139.87,2274,318059,Jan 05 04:20 PM
Quevedo Alexander,Corp VP,2022-01-03,Option Exercise,134.73,4054,546203,Jan 05 04:20 PM
Quevedo Alexander,Corp VP,2022-01-03,Sale,245.63,3331,818194,Jan 05 04:20 PM
DeSilva Joseph,Corp VP,2022-01-03,Sale,245.63,1949,478733,Jan 05 04:20 PM
Sackman Stuart,Corp. VP,2022-01-03,Sale,245.63,2133,523929,Jan 05 04:20 PM
Kwon David,Corp VP,2022-01-03,Sale,245.63,1304,320302,Jan 05 04:21 PM
Michaud Brian L.,Corp VP,2022-01-03,Sale,245.63,3118,765874,Jan 05 04:21 PM
Brown Laura G,Corp. VP,2022-01-03,Sale,245.63,1765,433537,Jan 05 04:20 PM
Dyson Deborah L,Corp. VP,2021-12-16,Option Exercise,107.35,2000,214700,Dec 17 04:10 PM
Dyson Deborah L,Corp. VP,2021-12-16,Sale,233.92,2000,467840,Dec 17 04:10 PM
Rodriguez Carlos A,President & CEO,2021-12-14,Option Exercise,169.84,52254,8874819,Dec 15 04:20 PM
Rodriguez Carlos A,President & CEO,2021-12-14,Sale,229.87,52254,12011480,Dec 15 04:20 PM
Rodriguez Carlos A,President & CEO,2021-12-13,Option Exercise,146.75,37594,5516920,Dec 15 04:20 PM
Rodriguez Carlos A,President & CEO,2021-12-13,Sale,235.46,37594,8852049,Dec 15 04:20 PM
Sackman Stuart,Corp. VP,2021-12-09,Option Exercise,52.65,1919,101028,Dec 10 04:10 PM
Rodriguez Carlos A,President & CEO,2021-12-09,Sale,233.17,15000,3497577,Dec 10 04:10 PM
Sackman Stuart,Corp. VP,2021-12-09,Sale,233.26,1919,447626,Dec 10 04:10 PM
Rodriguez Carlos A,President & CEO,2021-12-08,Sale,233.27,21536,5023703,Dec 09 04:33 PM
Rodriguez Carlos A,President & CEO,2021-12-07,Sale,234.63,35000,8212087,Dec 09 04:33 PM
Sackman Stuart,Corp. VP,2021-12-03,Sale,228.39,738,168552,Dec 03 04:28 PM
Sackman Stuart,Corp. VP,2021-12-02,Option Exercise,49.07,738,36212,Dec 03 04:28 PM
Weinstein Donald,Corporate VP,2021-12-01,Option Exercise,138.53,11426,1582844,Dec 03 04:28 PM
McGuire Don,Corp VP,2021-12-01,Option Exercise,137.02,26411,3618805,Dec 03 04:28 PM
Kwon David,Corp VP,2021-12-01,Option Exercise,78.04,1066,83187,Dec 03 04:27 PM
Bonarti Michael A,Corporate Vice President,2021-12-01,Option Exercise,135.8,29289,3977327,Dec 03 04:27 PM
Black Maria,Corp. VP,2021-12-01,Option Exercise,153.06,48093,7361174,Dec 03 04:27 PM
Ayala John,Corp. VP,2021-12-01,Sale,229.91,2500,574775,Dec 03 04:27 PM
Black Maria,Corp. VP,2021-12-01,Sale,228.83,50593,11577319,Dec 03 04:27 PM
Bonarti Michael A,Corporate Vice President,2021-12-01,Sale,227.34,29289,6658551,Dec 03 04:27 PM
Kwon David,Corp VP,2021-12-01,Sale,229.91,1116,256580,Dec 03 04:27 PM
McGuire Don,Corp VP,2021-12-01,Sale,229.91,26411,6072153,Dec 03 04:28 PM
Weinstein Donald,Corporate VP,2021-12-01,Sale,229.97,15856,3646481,Dec 03 04:28 PM
Brown Laura G,Corp. VP,2021-10-01,Option Exercise,90.63,1880,170384,Oct 05 04:25 PM
Brown Laura G,Corp. VP,2021-10-01,Sale,200.51,1490,298760,Oct 05 04:25 PM
Rodriguez Carlos A,President & CEO,2021-09-08,Option Exercise,107.35,48572,5214204,Sep 09 04:20 PM
Rodriguez Carlos A,President & CEO,2021-09-08,Sale,204.41,48572,9928680,Sep 09 04:20 PM
Ayala John,Corp. VP,2021-09-03,Option Exercise,151.53,30127,4565283,Sep 07 04:11 PM
Ayala John,Corp. VP,2021-09-03,Sale,204.5,37749,7719670,Sep 07 04:11 PM
KUTAM SREENIVASA,Corp VP,2021-09-02,Option Exercise,99.92,925,92427,Sep 07 04:11 PM
KUTAM SREENIVASA,Corp VP,2021-09-02,Sale,205.49,1425,292823,Sep 07 04:11 PM
Albinson Brock,Corp. VP,2021-09-02,Sale,205.49,2534,520712,Sep 03 04:16 PM
Black Maria,Corp. VP,2021-09-02,Sale,205.49,6667,1370002,Sep 03 04:16 PM
Bonarti Michael A,Corporate Vice President,2021-09-02,Sale,205.49,1882,386732,Sep 03 04:16 PM
DeSilva Joseph,Corp VP,2021-09-02,Sale,205.49,219,45002,Sep 03 04:16 PM
Sackman Stuart,Corp. VP,2021-09-02,Sale,205.49,5666,1164306,Sep 03 04:17 PM
Weinstein Donald,Corporate VP,2021-09-02,Sale,205.49,5420,1113756,Sep 03 04:17 PM
Weinstein Donald,Corporate VP,2021-09-01,Option Exercise,107.35,3429,368103,Sep 03 04:17 PM
DeSilva Joseph,Corp VP,2021-09-01,Option Exercise,151.88,2268,344471,Sep 03 04:16 PM
Black Maria,Corp. VP,2021-09-01,Option Exercise,107.35,6429,690153,Sep 03 04:16 PM
