Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Weidemanis Joakim,Executive Vice President,2022-07-25,Sale,271.13,12000,3253574,Jul 26 05:03 PM
LOHR WALTER G,Director,2022-07-22,Option Exercise,38.64,4548,175735,Jul 25 05:04 PM
LOHR WALTER G,Director,2022-07-22,Sale,273.84,3906,1069619,Jul 25 05:04 PM
SCHWIETERS JOHN T,Director,2022-07-13,Option Exercise,38.64,4548,175735,Jul 14 05:02 PM
RALES MITCHELL P,Chairman of Exec. Committee,2022-05-16,Buy,247.89,200,49578,May 17 04:20 PM
Weidemanis Joakim,Executive Vice President,2022-04-25,Sale,255.74,6500,1662278,Apr 27 05:05 PM
Ellis Brian W,Senior Vice President - GC,2022-02-02,Sale,293.99,5365,1577248,Feb 03 05:06 PM
Weidemanis Joakim,Executive Vice President,2022-01-31,Option Exercise,46.13,20508,946034,Feb 02 05:04 PM
Weidemanis Joakim,Executive Vice President,2022-01-31,Sale,285.24,20508,5849753,Feb 02 05:04 PM
Raskas Daniel,SVP - Corporate Development,2021-11-30,Option Exercise,46.13,12294,567122,Dec 01 05:02 PM
Raskas Daniel,SVP - Corporate Development,2021-11-30,Sale,326,12294,4007844,Dec 01 05:02 PM
Lalor Angela S,"SVP, Human Resources",2021-11-29,Option Exercise,65.83,37513,2469481,Nov 30 05:10 PM
Zerhouni Elias A.,Director,2021-11-29,Sale,328.42,3409,1119594,Nov 30 05:13 PM
Lalor Angela S,"SVP, Human Resources",2021-11-29,Sale,327,37513,12266751,Nov 30 05:10 PM
Raskas Daniel,SVP - Corporate Development,2021-11-26,Option Exercise,46.13,12300,567399,Nov 30 05:01 PM
McGrew Matthew,EVP & Chief Financial Officer,2021-11-26,Sale,325.5,2589,842720,Nov 30 05:06 PM
Raskas Daniel,SVP - Corporate Development,2021-11-26,Sale,325.33,12300,4001522,Nov 30 05:01 PM
HEFNER LINDA P,Director,2021-11-18,Option Exercise,43.92,8038,353027,Nov 19 05:01 PM
HEFNER LINDA P,Director,2021-11-18,Sale,308.85,4548,1404627,Nov 19 05:01 PM
HEFNER LINDA P,Director,2021-11-11,Sale,303.72,2185,663628,Nov 12 07:43 AM
Weidemanis Joakim,Executive Vice President,2021-11-10,Sale,297.55,5000,1487750,Nov 12 07:40 AM
RALES MITCHELL P,Chairman of Exec. Committee,2021-11-04,Sale,305.99,194257,59440699,Nov 04 06:42 PM
RALES MITCHELL P,Chairman of Exec. Committee,2021-11-04,Sale,305.85,343862,105169373,Nov 04 06:42 PM
RALES MITCHELL P,Chairman of Exec. Committee,2021-11-03,Sale,307.35,343861,105686760,Nov 04 06:42 PM
RALES MITCHELL P,Chairman of Exec. Committee,2021-11-02,Sale,312.94,343861,107609073,Nov 04 06:42 PM
LUTZ ROBERT S,SVP-Chief Accounting Officer,2021-08-13,Option Exercise,57.9,5000,289500,Aug 17 05:22 PM
LUTZ ROBERT S,SVP-Chief Accounting Officer,2021-08-13,Sale,313.4,5000,1567001,Aug 17 05:22 PM
Weidemanis Joakim,Executive Vice President,2021-07-30,Sale,298.93,6700,2002818,Aug 02 05:03 PM
McGrew Matthew,EVP & Chief Financial Officer,2021-07-28,Option Exercise,46.13,12310,567860,Jul 29 05:02 PM
Ellis Brian W,SVP and General Counsel,2021-07-28,Option Exercise,65.95,12000,791400,Jul 29 05:07 PM
Ellis Brian W,SVP and General Counsel,2021-07-28,Sale,291,12000,3492000,Jul 29 05:07 PM
McGrew Matthew,EVP & Chief Financial Officer,2021-07-28,Sale,293.4,12310,3611782,Jul 29 05:02 PM
Weidemanis Joakim,Executive Vice President,2021-07-27,Option Exercise,40.45,9467,382940,Jul 28 05:04 PM
Weidemanis Joakim,Executive Vice President,2021-07-27,Sale,289.45,16467,4766435,Jul 28 05:04 PM
HEFNER LINDA P,Director,2021-07-26,Option Exercise,38.12,4350,165822,Jul 28 05:03 PM
