Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Lenz Michael C.,EVP CHIEF FINANCIAL OFF,2022-07-29,Option Exercise,96.86,7335,710505,Jul 29 04:53 PM
Lenz Michael C.,EVP CHIEF FINANCIAL OFF,2022-07-29,Sale,230.72,7335,1692368,Jul 29 04:53 PM
CARTER ROBERT B,EVP / Chief Info Officer,2022-07-26,Option Exercise,96.86,12310,1192408,Jul 26 06:02 PM
CARTER ROBERT B,EVP / Chief Info Officer,2022-07-26,Sale,224.67,12310,2765651,Jul 26 06:02 PM
MARTIN R BRAD,Director,2022-07-21,Option Exercise,84.71,4720,399831,Jul 21 04:34 PM
CARTER ROBERT B,EVP / Chief Info Officer,2022-07-08,Option Exercise,96.86,12310,1192408,Jul 08 04:35 PM
CARTER ROBERT B,EVP / Chief Info Officer,2022-07-08,Sale,230.61,12310,2838850,Jul 08 04:35 PM
Vena Vincenzo J,Director,2022-07-06,Buy,230.04,900,207040,Jul 07 06:09 PM
LANE AMY B,Director,2022-06-30,Buy,228.12,607,138467,Jun 30 04:35 PM
SMITH FREDERICK W,Chairman/CEO,2022-05-02,Option Exercise,85.25,198675,16938037,May 03 05:31 PM
WALSH PAUL S,Director,2022-04-14,Option Exercise,84.71,4720,399831,Apr 18 06:03 PM
WALSH PAUL S,Director,2022-04-14,Sale,206.42,3720,767868,Apr 18 06:03 PM
CARTER ROBERT B,EVP / Chief Info Officer,2021-07-12,Option Exercise,85.25,16235,1384115,Jul 12 05:21 PM
CARTER ROBERT B,EVP / Chief Info Officer,2021-07-12,Sale,299.66,16235,4864941,Jul 12 05:21 PM
