Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
SCHALL MICHAEL J,President and CEO,2022-03-29,Option Exercise,248.7,12132,3017228,Mar 30 06:48 PM
Kleiman Angela L.,Sr. EVP & COO,2022-03-29,Option Exercise,248.7,6309,1569048,Mar 30 06:51 PM
SCHALL MICHAEL J,President and CEO,2022-03-29,Sale,349.19,12132,4236373,Mar 30 06:48 PM
Kleiman Angela L.,Sr. EVP & COO,2022-03-29,Sale,354.21,6309,2234710,Mar 30 06:51 PM
Johnson Amal M,Director,2022-03-15,Option Exercise,229.9,7329,1684937,Mar 16 04:19 PM
Johnson Amal M,Director,2022-03-15,Sale,334.95,7329,2454877,Mar 16 04:19 PM
MARCUS GEORGE M,Director,2021-12-21,Option Exercise,227.76,41814,9523595,Dec 22 07:42 PM
Berry Adam W,Executive Vice President & CIO,2021-12-13,Option Exercise,248.7,3235,804544,Dec 14 04:32 PM
Berry Adam W,Executive Vice President & CIO,2021-12-13,Sale,352.95,3235,1141793,Dec 14 04:32 PM
Farias John,Senior Vice President and CAO,2021-12-08,Option Exercise,248.7,1617,402148,Dec 09 04:42 PM
Pak Barbara,Executive Vice President & CFO,2021-12-08,Option Exercise,248.7,5257,1307416,Dec 09 04:36 PM
Pak Barbara,Executive Vice President & CFO,2021-12-08,Sale,348,5257,1829436,Dec 09 04:36 PM
Farias John,Senior Vice President and CAO,2021-12-08,Sale,348.7,1617,563848,Dec 09 04:42 PM
LYONS IRVING F III,Director,2021-11-24,Option Exercise,254.33,2412,613444,Nov 26 12:42 PM
LYONS IRVING F III,Director,2021-11-24,Sale,354.33,2412,854644,Nov 26 12:42 PM
SCHALL MICHAEL J,President and CEO,2021-10-28,Option Exercise,240.61,31362,7546011,Oct 29 07:06 PM
SCHALL MICHAEL J,President and CEO,2021-10-28,Sale,343.72,31362,10779676,Oct 29 07:06 PM
Kleiman Angela L.,Sr. EVP & COO,2021-10-27,Option Exercise,240.61,17249,4150282,Oct 28 07:50 PM
Berry Adam W,Executive Vice President & CIO,2021-10-27,Option Exercise,240.61,11985,2883711,Oct 28 07:53 PM
Farias John,Senior Vice President and CAO,2021-10-27,Option Exercise,240.61,5040,1212674,Oct 28 07:33 PM
Farias John,Senior Vice President and CAO,2021-10-27,Sale,340.61,5040,1716674,Oct 28 07:33 PM
Berry Adam W,Executive Vice President & CIO,2021-10-27,Sale,342.39,11985,4103604,Oct 28 07:53 PM
Kleiman Angela L.,Sr. EVP & COO,2021-10-27,Sale,341.8,17249,5895776,Oct 28 07:50 PM
ROBINSON THOMAS E,Director,2021-09-09,Option Exercise,229.9,7329,1684937,Sep 10 07:20 PM
ROBINSON THOMAS E,Director,2021-09-09,Sale,330.76,7329,2424135,Sep 10 07:20 PM
ROBINSON THOMAS E,Director,2021-08-31,Option Exercise,224.05,2500,560125,Sep 01 07:20 PM
ROBINSON THOMAS E,Director,2021-08-31,Sale,329.3,2500,823238,Sep 01 07:20 PM
SCORDELIS BYRON A,Director,2021-08-02,Option Exercise,230.76,9412,2171901,Aug 03 08:21 PM
SCORDELIS BYRON A,Director,2021-08-02,Sale,329.89,9412,3104880,Aug 03 08:21 PM
LYONS IRVING F III,Director,2021-07-20,Option Exercise,229.9,7329,1684937,Jul 21 04:55 PM
LYONS IRVING F III,Director,2021-07-20,Sale,329.9,7329,2417837,Jul 21 04:55 PM
LYONS IRVING F III,Director,2021-07-14,Option Exercise,224.28,2609,585147,Jul 16 12:59 PM
LYONS IRVING F III,Director,2021-07-14,Sale,324.28,2609,846047,Jul 16 12:59 PM
