Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
HEYMAN WILLIAM H,Vice Chairman,2022-05-31,Option Exercise,126.18,10000,1261800,Jun 01 04:17 PM
HEYMAN WILLIAM H,Vice Chairman,2022-05-31,Sale,178.62,10000,1786250,Jun 01 04:17 PM
HEYMAN WILLIAM H,Vice Chairman,2022-05-27,Option Exercise,118.78,5500,653290,May 31 04:23 PM
HEYMAN WILLIAM H,Vice Chairman,2022-05-27,Sale,176.68,5500,971750,May 31 04:23 PM
HEYMAN WILLIAM H,Vice Chairman,2022-05-17,Option Exercise,118.78,3000,356340,May 19 04:09 PM
HEYMAN WILLIAM H,Vice Chairman,2022-05-17,Sale,177.25,3000,531750,May 19 04:09 PM
BESSETTE ANDY F,EVP and Chief Admin Officer,2022-05-13,Option Exercise,126.18,20000,2523600,May 16 06:29 PM
Klein Michael Frederick,"EVP & President, Personal Ins.",2022-05-13,Option Exercise,106.03,10000,1060300,May 16 06:31 PM
Klein Michael Frederick,"EVP & President, Personal Ins.",2022-05-13,Sale,172.78,10000,1727789,May 16 06:31 PM
BESSETTE ANDY F,EVP and Chief Admin Officer,2022-05-13,Sale,173.32,20000,3466418,May 16 06:29 PM
Kurtzman Diane,EVP & Chief HR Officer,2022-05-03,Option Exercise,80.35,2671,214615,May 05 04:04 PM
Kurtzman Diane,EVP & Chief HR Officer,2022-05-03,Sale,172.74,2671,461389,May 05 04:04 PM
Frey Daniel S.,EVP & Chief Financial Officer,2022-04-21,Option Exercise,119.35,16710,1994284,Apr 22 04:06 PM
HEYMAN WILLIAM H,Vice Chairman,2022-04-21,Option Exercise,118.78,3013,357884,Apr 22 04:09 PM
Klein Michael Frederick,"EVP & President, Personal Ins.",2022-04-21,Option Exercise,106.03,10000,1060300,Apr 22 04:11 PM
Klein Michael Frederick,"EVP & President, Personal Ins.",2022-04-21,Sale,177.92,10000,1779232,Apr 22 04:11 PM
HEYMAN WILLIAM H,Vice Chairman,2022-04-21,Sale,179.19,3013,539902,Apr 22 04:09 PM
Frey Daniel S.,EVP & Chief Financial Officer,2022-04-21,Sale,177.81,16710,2971150,Apr 22 04:06 PM
RUSSELL DOUGLAS K,"SVP, Corp Contr & Treasurer",2022-02-28,Sale,172,1161,199692,Mar 01 04:26 PM
HEYMAN WILLIAM H,Vice Chairman,2022-02-09,Option Exercise,118.78,2000,237560,Feb 10 04:33 PM
HEYMAN WILLIAM H,Vice Chairman,2022-02-09,Sale,174.12,2000,348250,Feb 10 04:33 PM
Toczydlowski Gregory C,"EVP & President, Business Ins.",2022-02-08,Option Exercise,106.03,43000,4559290,Feb 10 04:45 PM
Toczydlowski Gregory C,"EVP & President, Business Ins.",2022-02-08,Sale,171.85,43000,7389593,Feb 10 04:45 PM
Lefebvre Mojgan M,EVP & Chief Tech & Ops Officer,2022-02-04,Sale,172.52,3115,537412,Feb 07 04:06 PM
Klenk Jeffrey P.,"EVP & Pres., Bond & Spec. Ins.",2022-02-03,Option Exercise,106.03,10860,1151486,Feb 04 04:12 PM
HEYMAN WILLIAM H,Vice Chairman,2022-02-03,Option Exercise,118.78,3000,356340,Feb 04 04:16 PM
HEYMAN WILLIAM H,Vice Chairman,2022-02-03,Sale,173.5,3000,520500,Feb 04 04:16 PM
Klenk Jeffrey P.,"EVP & Pres., Bond & Spec. Ins.",2022-02-03,Sale,173.28,10860,1881864,Feb 04 04:12 PM
HEYMAN WILLIAM H,Vice Chairman,2022-02-02,Option Exercise,118.78,8500,1009630,Feb 04 04:16 PM
Schnitzer Alan D,Chairman and CEO,2022-02-02,Option Exercise,106.04,66522,7053993,Feb 04 04:18 PM
OLIVO MARIA,"EVP, Strat Dev & Pres Intl",2022-02-02,Option Exercise,78.65,9011,708715,Feb 04 04:04 PM
