Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
HUBBARD TODD R,VICE PRESIDENT,2022-07-29,Option Exercise,62.46,2000,124920,Aug 01 05:02 PM
HUBBARD TODD R,VICE PRESIDENT,2022-07-29,Sale,91.5,2000,183000,Aug 01 05:02 PM
DOZIER C MICHAEL,SENIOR VICE PRESIDENT,2022-03-01,Option Exercise,0,1300,0,Mar 03 05:13 PM
BARKLEY MICHAEL T,SR. VICE PRESIDENT/CONTROLLER,2022-03-01,Option Exercise,0,1300,0,Mar 03 05:13 PM
SIVER DARRIN C,SENIOR VICE PRESIDENT,2022-03-01,Option Exercise,0,1300,0,Mar 03 05:14 PM
LeVier Jack K.,Vice President,2022-03-01,Option Exercise,0,772,0,Mar 03 05:14 PM
SCHIPPERS HARRIE,PRESIDENT & CFO,2022-03-01,Option Exercise,0,3249,0,Mar 03 05:13 PM
FEIGHT R PRESTON,CHIEF EXECUTIVE OFFICER,2022-03-01,Option Exercise,0,9475,0,Mar 03 05:13 PM
HUBBARD TODD R,VICE PRESIDENT,2022-03-01,Option Exercise,0,772,0,Mar 03 05:13 PM
SCHIPPERS HARRIE,PRESIDENT & CFO,2022-02-02,Option Exercise,66.81,14327,957164,Feb 02 06:43 PM
SCHIPPERS HARRIE,PRESIDENT & CFO,2022-02-02,Sale,95.62,14327,1369941,Feb 02 06:43 PM
LeVier Jack K.,Vice President,2022-02-01,Option Exercise,59.15,8620,509873,Feb 01 07:55 PM
FEIGHT R PRESTON,CHIEF EXECUTIVE OFFICER,2022-02-01,Option Exercise,55.5,24872,1380364,Feb 01 07:55 PM
LeVier Jack K.,Vice President,2022-02-01,Sale,94,8620,810280,Feb 01 07:55 PM
FEIGHT R PRESTON,CHIEF EXECUTIVE OFFICER,2022-02-01,Sale,94.62,18750,1774119,Feb 01 07:55 PM
CARNWATH ALISON J,Director,2022-01-28,Sale,92.13,29233,2693336,Jan 28 03:59 PM
FEIGHT R PRESTON,CHIEF EXECUTIVE OFFICER,2022-01-01,Option Exercise,0,2446,0,Jan 04 06:27 PM
DOZIER C MICHAEL,SENIOR VICE PRESIDENT,2022-01-01,Option Exercise,0,2952,0,Jan 04 06:27 PM
HUBBARD TODD R,VICE PRESIDENT,2022-01-01,Option Exercise,0,1395,0,Jan 04 06:27 PM
SCHIPPERS HARRIE,PRESIDENT & CFO,2022-01-01,Option Exercise,0,9889,0,Jan 04 06:15 PM
BARKLEY MICHAEL T,SR. VICE PRESIDENT/CONTROLLER,2022-01-01,Option Exercise,0,3492,0,Jan 04 06:15 PM
SIVER DARRIN C,SENIOR VICE PRESIDENT,2022-01-01,Option Exercise,0,3648,0,Jan 04 06:15 PM
SCHIPPERS HARRIE,PRESIDENT & CFO,2021-11-05,Option Exercise,67.63,14572,985504,Nov 08 11:18 AM
SCHIPPERS HARRIE,PRESIDENT & CFO,2021-11-05,Sale,90.17,14572,1313886,Nov 08 11:18 AM
PIGOTT MARK C,Executive Chairman,2021-11-03,Option Exercise,43.24,134084,5797792,Nov 04 12:55 PM
HUBBARD TODD R,VICE PRESIDENT,2021-10-29,Sale,90.06,526,47373,Nov 01 07:40 PM
