Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Kramer Robin,Chief Accounting Officer,2022-07-01,Option Exercise,0,252,0,Jul 06 07:33 PM
Izzar Rachid,Head of Alzheimer's Disease,2022-07-01,Option Exercise,0,504,0,Jul 06 07:28 PM
Vounatsos Michel,Chief Executive Officer,2022-02-18,Option Exercise,0,6191,0,Feb 23 04:21 PM
MCDONNELL MICHAEL R,"EVP, Chief Financial Officer",2022-02-18,Option Exercise,0,1981,0,Feb 23 04:19 PM
Izzar Rachid,Head of Alzheimer's Disease,2022-02-18,Option Exercise,0,594,0,Feb 23 04:16 PM
Kramer Robin,Chief Accounting Officer,2022-02-18,Option Exercise,0,396,0,Feb 23 04:18 PM
Murphy Nicole,Head of Pharm Ops and Tech,2022-02-18,Option Exercise,0,371,0,Feb 23 04:20 PM
Guindo Chirfi,Head of Glob Prod Strat & Com,2022-02-18,Option Exercise,0,1981,0,Feb 23 04:15 PM
Gregory Ginger,"EVP, Human Resources",2022-02-18,Option Exercise,0,1387,0,Feb 23 04:15 PM
ALEXANDER SUSAN H,EVP Chief Legal Off & Corp Sec,2022-02-18,Option Exercise,0,1485,0,Feb 23 04:14 PM
ALEXANDER SUSAN H,EVP Chief Legal Off & Corp Sec,2022-02-12,Option Exercise,0,2280,0,Feb 15 04:17 PM
Guindo Chirfi,Head of Glob Prod Strat & Com,2022-02-12,Option Exercise,0,2597,0,Feb 15 04:15 PM
Gregory Ginger,"EVP, Human Resources",2022-02-12,Option Exercise,0,1672,0,Feb 15 04:16 PM
Kramer Robin,Chief Accounting Officer,2022-02-12,Option Exercise,0,275,0,Feb 15 04:13 PM
Izzar Rachid,Head of Alzheimer's Disease,2022-02-12,Option Exercise,0,351,0,Feb 15 04:14 PM
Murphy Nicole,Head of Pharm Ops and Tech,2022-02-12,Option Exercise,0,263,0,Feb 15 04:11 PM
Vounatsos Michel,Chief Executive Officer,2022-02-12,Option Exercise,0,8716,0,Feb 15 04:12 PM
Kramer Robin,Chief Accounting Officer,2021-12-03,Option Exercise,223.92,339,75909,Dec 07 04:09 PM
Izzar Rachid,Head of Alzheimer's Disease,2021-12-02,Option Exercise,228.52,372,85009,Dec 06 04:14 PM
MCDONNELL MICHAEL R,"EVP, Chief Financial Officer",2021-09-01,Option Exercise,338.24,6005,2031131,Sep 03 04:08 PM
