Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
PARKHILL KAREN L,EVP & Chief Financial Officer,2022-03-18,Sale,110,682,75020,Mar 21 07:34 PM
Surface Carol A,"SVP, Chief HR Officer",2022-03-11,Sale,105.3,6000,631800,Mar 14 05:46 PM
WHITE ROBERT JOHN,EVP & Pres. Medical Surgical,2021-12-23,Sale,102.04,7218,736525,Dec 27 06:31 PM
ANDERSON RICHARD H,Director,2021-12-16,Buy,103.26,5010,517333,Dec 17 04:57 PM
PARKHILL KAREN L,EVP & Chief Financial Officer,2021-12-06,Sale,110,682,75020,Dec 07 06:23 PM
Lerman Bradley E,SVP General Counsel & Corp Sec,2021-09-30,Option Exercise,78,49147,3833466,Oct 01 06:13 PM
Lerman Bradley E,SVP General Counsel & Corp Sec,2021-09-30,Sale,126.58,49147,6221027,Oct 01 06:13 PM
Lerman Bradley E,SVP General Counsel & Corp Sec,2021-08-31,Option Exercise,74.84,50775,3800001,Sep 01 05:27 PM
Lerman Bradley E,SVP General Counsel & Corp Sec,2021-08-31,Sale,134.17,50775,6812482,Sep 01 05:27 PM
Martha Geoffrey,CEO,2021-08-25,Option Exercise,61.81,11581,715805,Aug 26 07:26 PM
Salmon Sean,EVP & Pres Diabetes/Cardiovasc,2021-08-25,Option Exercise,38.71,28419,1100066,Aug 26 07:28 PM
Salmon Sean,EVP & Pres Diabetes/Cardiovasc,2021-08-25,Sale,134.08,28419,3810492,Aug 26 07:28 PM
Martha Geoffrey,CEO,2021-08-25,Sale,132.67,11581,1536451,Aug 26 07:26 PM
Lerman Bradley E,SVP General Counsel & Corp Sec,2021-08-02,Sale,131.52,4000,526080,Aug 04 06:18 PM
