Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Shaw Alan H.,President & CEO,2022-06-01,Sale,241.84,1000,241840,Jun 02 12:06 PM
Squires James A,Director,2022-05-16,Option Exercise,104.23,27871,2904994,May 17 03:46 PM
Squires James A,Director,2022-05-16,Sale,247.54,27871,6899221,May 17 03:46 PM
LEER STEVEN F,Director,2022-03-14,Sale,265.51,700,185856,Mar 16 09:44 AM
Shaw Alan H.,President,2022-03-01,Sale,256.7,1000,256700,Mar 02 06:57 PM
George Mark R,EVP Finance and CFO,2022-01-31,Option Exercise,0,615,0,Feb 01 09:03 PM
Adams Ann A,EVP & Chief Transform. Officer,2022-01-31,Option Exercise,0,545,0,Feb 01 09:03 PM
Elkins Claude E,EVP & Chief Marketing Officer,2022-01-31,Option Exercise,0,337,0,Feb 01 08:54 PM
Squires James A,Chairman and CEO,2022-01-31,Option Exercise,0,2300,0,Feb 01 08:53 PM
Allison Clyde H Jr,Vice President and Controller,2022-01-30,Option Exercise,0,222,0,Feb 01 09:04 PM
Kleine Lorri J,SVP & Chief Legal Officer,2022-01-30,Option Exercise,0,252,0,Feb 01 09:02 PM
Shaw Alan H.,President,2022-01-30,Option Exercise,0,545,0,Feb 01 08:53 PM
Sanborn Cynthia M,EVP & Chief Operating Officer,2022-01-30,Option Exercise,0,3126,0,Feb 01 08:51 PM
Squires James A,Chairman and CEO,2022-01-28,Option Exercise,85.63,68112,5832749,Jan 31 09:45 PM
Sanborn Cynthia M,EVP & Chief Operating Officer,2022-01-28,Option Exercise,0,782,0,Jan 31 09:45 PM
Adams Ann A,EVP & Chief Transform. Officer,2022-01-28,Option Exercise,0,1281,0,Jan 31 09:45 PM
Shaw Alan H.,President,2022-01-28,Option Exercise,0,1329,0,Jan 31 09:25 PM
BELL THOMAS D JR,Director,2022-01-28,Option Exercise,0,720,0,Jan 31 09:06 PM
Daniels Mitchell E,Director,2022-01-28,Option Exercise,0,720,0,Jan 31 09:06 PM
LEER STEVEN F,Director,2022-01-28,Option Exercise,0,720,0,Jan 31 09:06 PM
LOCKHART MICHAEL D,Director,2022-01-28,Option Exercise,0,720,0,Jan 31 09:06 PM
George Mark R,EVP Finance and CFO,2022-01-28,Option Exercise,0,1238,0,Jan 31 09:49 PM
Allison Clyde H Jr,Vice President and Controller,2022-01-28,Option Exercise,0,534,0,Jan 31 09:48 PM
Elkins Claude E,EVP & Chief Marketing Officer,2022-01-28,Option Exercise,0,534,0,Jan 31 09:48 PM
Kleine Lorri J,SVP & Chief Legal Officer,2022-01-28,Option Exercise,0,407,0,Jan 31 09:48 PM
Squires James A,Chairman and CEO,2022-01-28,Sale,269.36,62880,16937137,Jan 31 09:45 PM
Shaw Alan H.,President,2022-01-26,Option Exercise,0,1780,0,Jan 27 05:14 PM
Adams Ann A,EVP & Chief Transform. Officer,2022-01-26,Option Exercise,0,570,0,Jan 27 05:12 PM
Allison Clyde H Jr,Vice President and Controller,2022-01-26,Option Exercise,0,570,0,Jan 27 05:12 PM
Elkins Claude E,EVP & Chief Marketing Officer,2022-01-26,Option Exercise,0,290,0,Jan 27 05:13 PM
Squires James A,Chairman and CEO,2022-01-26,Option Exercise,0,8110,0,Jan 27 05:11 PM
Kleine Lorri J,SVP & Chief Legal Officer,2022-01-26,Option Exercise,0,290,0,Jan 27 05:11 PM
Shaw Alan H.,President,2022-01-25,Option Exercise,0,729,0,Jan 27 05:14 PM
Adams Ann A,EVP & Chief Transform. Officer,2022-01-25,Option Exercise,0,315,0,Jan 27 05:12 PM
Allison Clyde H Jr,Vice President and Controller,2022-01-25,Option Exercise,0,315,0,Jan 27 05:12 PM
Elkins Claude E,EVP & Chief Marketing Officer,2022-01-25,Option Exercise,0,165,0,Jan 27 05:13 PM
Squires James A,Chairman and CEO,2022-01-25,Option Exercise,0,3030,0,Jan 27 05:11 PM
Kleine Lorri J,SVP & Chief Legal Officer,2022-01-25,Option Exercise,0,165,0,Jan 27 05:11 PM
Shaw Alan H.,EVP & Chief Marketing Officer,2021-12-01,Sale,272.73,1000,272730,Dec 03 04:35 PM
Allison Clyde H Jr,Vice President and Controller,2021-10-28,Option Exercise,69.83,5000,349150,Oct 29 04:59 PM
Allison Clyde H Jr,Vice President and Controller,2021-10-28,Sale,290.13,5000,1450650,Oct 29 04:59 PM
Shaw Alan H.,EVP & Chief Marketing Officer,2021-09-15,Sale,245.15,1000,245150,Sep 17 07:23 PM
Shaw Alan H.,EVP & Chief Marketing Officer,2021-07-29,Option Exercise,87.03,9930,864247,Aug 02 09:42 AM
Shaw Alan H.,EVP & Chief Marketing Officer,2021-07-29,Sale,256.93,5148,1322677,Aug 02 09:42 AM
