Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Garvin Robert M,Exec Vice President - Ext Affs,2022-06-03,Option Exercise,51.82,31480,1631231,Jun 07 03:50 PM
Garvin Robert M,Exec Vice President - Ext Affs,2022-06-03,Sale,104.21,31480,3280484,Jun 07 03:50 PM
Matthews Charles R,Special Adviser to CEO,2022-06-01,Option Exercise,68.17,10666,727155,Jun 03 02:52 PM
Matthews Charles R,Special Adviser to CEO,2022-06-01,Sale,104.63,10666,1116006,Jun 03 02:52 PM
PAYNE ULICE JR,Director,2022-05-31,Sale,105.21,750,78904,Jun 02 03:02 PM
Mulroy Molly A,EVP & Chief Admin Officer,2022-05-19,Option Exercise,45.24,5600,253361,May 23 06:30 PM
Mulroy Molly A,EVP & Chief Admin Officer,2022-05-19,Sale,103.23,5600,578100,May 23 06:30 PM
Erickson Joshua M,VP and Deputy General Counsel,2022-05-11,Option Exercise,68.17,2106,143577,May 12 05:56 PM
Erickson Joshua M,VP and Deputy General Counsel,2022-05-11,Sale,102.99,2106,216905,May 12 05:56 PM
Reese Anthony,Vice President and Treasurer,2022-05-10,Option Exercise,66.02,1325,87470,May 12 05:56 PM
Reese Anthony,Vice President and Treasurer,2022-05-10,Sale,102.47,1325,135770,May 12 05:56 PM
Metcalfe Tom,Pres. WI Utilities,2021-11-22,Option Exercise,66.02,8265,545614,Nov 23 05:29 PM
Metcalfe Tom,Pres. WI Utilities,2021-11-22,Sale,91.04,8265,752409,Nov 23 05:29 PM
PAYNE ULICE JR,Director,2021-11-11,Sale,89.5,1200,107398,Nov 12 02:21 PM
Lane Thomas K,Director,2021-11-04,Buy,89.47,6000,536823,Nov 08 04:53 PM
Erickson Joshua M,VP and Deputy General Counsel,2021-08-11,Option Exercise,66.02,1555,102653,Aug 12 05:27 PM
Erickson Joshua M,VP and Deputy General Counsel,2021-08-11,Sale,96.48,1555,150019,Aug 12 05:27 PM
