Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
LEE DEBRA L,Director,2022-05-31,Sale,171.3,2145,367436,Jun 01 12:05 PM
Smith Craig S.,Group President,2022-04-28,Sale,185,3647,674695,Apr 29 05:39 PM
Brown William P,"Group Pres., US and Canada",2022-03-25,Sale,171.34,581,99549,Mar 28 06:17 PM
Linnartz Stephanie,President,2022-02-18,Sale,178.54,2448,437066,Feb 18 05:21 PM
Oberg Kathleen K.,EVP & CFO,2022-02-17,Sale,180.21,10071,1814910,Feb 18 05:21 PM
Marriott David S,13D Group Owning more than 10%,2022-02-17,Sale,180.77,3628,655834,Feb 18 05:21 PM
Brown William P,"Group Pres., US and Canada",2022-02-17,Sale,179.82,2826,508171,Feb 18 05:21 PM
Breland Benjamin T.,EVP & Chief HR Officer,2022-02-17,Sale,179.41,800,143528,Feb 18 05:21 PM
Breland Benjamin T.,EVP & Chief HR Officer,2021-12-23,Sale,163.35,514,83963,Dec 27 11:02 AM
Harrison Deborah Marriott,Member of 13(d) group,2021-12-07,Sale,157.65,7250,1142962,Dec 09 04:40 PM
Henderson Frederick A.,Director,2021-11-11,Sale,159.18,1640,261055,Nov 15 12:04 PM
Oberg Kathleen K.,EVP & CFO,2021-11-09,Sale,166.3,10690,1777763,Nov 10 03:20 PM
Reiss Rena Hozore,EVP &  General Counsel,2021-11-08,Sale,168.16,3500,588542,Nov 09 01:11 PM
Linnartz Stephanie,President,2021-10-01,Sale,156.06,11303,1763995,Oct 04 04:32 PM
Linnartz Stephanie,President,2021-09-28,Sale,155.17,100,15517,Sep 29 03:19 PM
Linnartz Stephanie,President,2021-09-27,Sale,155.2,4300,667360,Sep 29 03:19 PM
Capuano Anthony,CEO,2021-09-24,Sale,150.61,5347,805312,Sep 27 04:44 PM
Linnartz Stephanie,President,2021-09-24,Sale,151.63,1893,287035,Sep 27 04:41 PM
Linnartz Stephanie,President,2021-09-23,Sale,150.04,13810,2072108,Sep 27 04:41 PM
Oberg Kathleen K.,EVP & CFO,2021-09-16,Sale,144.22,13653,1969007,Sep 17 04:51 PM
