Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Creed Joseph E,Group President,2022-05-18,Sale,214.13,2757,590356,May 23 12:11 PM
MacLennan David,Director,2022-05-05,Buy,219.82,600,131892,May 06 11:07 AM
De Lange Bob,Group President,2022-04-21,Option Exercise,74.77,11718,876155,Apr 25 01:05 PM
De Lange Bob,Group President,2022-04-21,Sale,237.25,11718,2780096,Apr 25 01:05 PM
Creed Joseph E,Group President,2022-04-20,Option Exercise,138.35,5004,692303,Apr 22 12:59 PM
Creed Joseph E,Group President,2022-04-20,Sale,235,5004,1175940,Apr 22 12:59 PM
Long Suzette M,CLO/General Counsel,2022-04-20,Sale,235,3816,896760,Apr 22 12:59 PM
Long Suzette M,CLO/General Counsel,2022-03-17,Option Exercise,132.31,36540,4834622,Mar 21 10:35 AM
Long Suzette M,CLO/General Counsel,2022-03-17,Sale,220,40356,8878320,Mar 21 10:35 AM
BONFIELD ANDREW R J,Chief Financial Officer,2022-03-09,Option Exercise,132.31,41107,5438882,Mar 11 10:25 AM
Marvel Gary Michael,Chief Accounting Officer,2022-02-16,Sale,203.11,674,136896,Feb 17 01:54 PM
MacLennan David,Director,2022-02-07,Buy,199.5,480,95760,Feb 09 12:28 PM
Creed Joseph E,Group President,2022-01-18,Sale,230,5004,1150920,Jan 19 03:52 PM
Johnson Cheryl H,Chief Human Resources Officer,2022-01-07,Option Exercise,127.6,6415,818554,Jan 10 05:39 PM
De Lange Bob,Group President,2022-01-07,Option Exercise,74.77,23435,1752235,Jan 10 05:38 PM
De Lange Bob,Group President,2022-01-07,Sale,225,23435,5272875,Jan 10 05:38 PM
Johnson Cheryl H,Chief Human Resources Officer,2022-01-07,Sale,225,6415,1443375,Jan 10 05:39 PM
Creed Joseph E,Group President,2021-11-01,Sale,204.09,5038,1028205,Nov 02 03:29 PM
MacLennan David,Director,2021-08-04,Buy,206.2,500,103100,Aug 05 12:36 PM
