Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Margolis Joseph D,Chief Executive Officer,2022-04-01,Sale,208.34,5000,1041700,Apr 05 05:07 PM
Woolley Kenneth M.,Director,2022-03-07,Buy,200.75,10500,2107875,Mar 09 04:41 PM
McNeal Gwyn Goodson,EVP/Chief Legal Officer,2022-03-02,Sale,192,3125,600000,Mar 04 08:54 PM
McNeal Gwyn Goodson,EVP/Chief Legal Officer,2022-02-25,Sale,192.11,3500,672385,Mar 01 04:53 PM
Margolis Joseph D,Chief Executive Officer,2022-01-03,Sale,219.25,3750,822188,Jan 05 04:59 PM
Stubbs P Scott,Executive VP and CFO,2021-12-13,Sale,213.75,4625,988594,Dec 15 05:19 PM
Herrington Matthew T,EVP & COO,2021-11-02,Sale,202.53,400,81014,Nov 03 04:34 PM
Margolis Joseph D,Chief Executive Officer,2021-10-01,Sale,168.81,3750,633020,Oct 05 04:37 PM
Kirk Spencer,Director,2021-08-17,Sale,175.39,42222,7405317,Aug 18 04:27 PM
Kirk Spencer,Director,2021-08-16,Sale,175.41,201778,35393879,Aug 18 04:27 PM
Kirk Spencer,Director,2021-08-03,Sale,175.59,244000,42843960,Aug 04 05:00 PM
Kirk Spencer,Director,2021-08-02,Sale,175.89,172543,30348588,Aug 03 04:27 PM
Stubbs P Scott,Executive VP and CFO,2021-07-30,Sale,175.36,4625,811040,Aug 03 04:26 PM
Kirk Spencer,Director,2021-07-30,Sale,175.07,7457,1305497,Aug 03 04:27 PM
Sondhi Samrat,Executive VP and COO,2021-07-29,Option Exercise,56.8,5600,318055,Aug 02 04:32 PM
Sondhi Samrat,Executive VP and COO,2021-07-29,Sale,173.83,11140,1936448,Aug 02 04:32 PM
McNeal Gwyn Goodson,EVP/Chief Legal Officer,2021-07-29,Sale,174.42,2500,436050,Aug 02 04:32 PM
Margolis Joseph D,Chief Executive Officer,2021-07-01,Sale,164.89,3750,618338,Jul 02 04:43 PM
