Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Sandercock Brett,Chief Financial Officer,2022-07-22,Option Exercise,57.76,7500,433200,Jul 26 11:59 AM
Sandercock Brett,Chief Financial Officer,2022-07-22,Sale,235,7500,1762500,Jul 26 11:59 AM
Farrell Michael J.,Chief Executive Officer,2022-07-15,Option Exercise,57.76,5675,327788,Jul 18 01:31 PM
Farrell Michael J.,Chief Executive Officer,2022-07-15,Sale,224.94,5675,1276517,Jul 18 01:31 PM
PENDARVIS DAVID,Chief Administrative Officer,2022-07-05,Sale,212.33,1545,328050,Jul 06 06:31 PM
Farrell Michael J.,Chief Executive Officer,2022-06-15,Option Exercise,57.76,5675,327788,Jun 16 03:47 PM
Farrell Michael J.,Chief Executive Officer,2022-06-15,Sale,202.54,5675,1149410,Jun 16 03:47 PM
PENDARVIS DAVID,Chief Administrative Officer,2022-06-03,Sale,209.44,1545,323585,Jun 07 08:35 AM
Farrell Michael J.,Chief Executive Officer,2022-05-16,Option Exercise,57.76,5675,327788,May 17 01:20 PM
Farrell Michael J.,Chief Executive Officer,2022-05-16,Sale,196.61,5675,1115745,May 17 01:20 PM
PENDARVIS DAVID,Chief Administrative Officer,2022-05-03,Sale,200,1545,309000,May 04 05:03 PM
Douglas Robert Andrew,President and COO,2022-04-18,Option Exercise,58.24,8000,465920,Apr 19 02:09 PM
Farrell Michael J.,Chief Executive Officer,2022-04-18,Option Exercise,57.76,5675,327788,Apr 19 08:34 PM
Farrell Michael J.,Chief Executive Officer,2022-04-18,Sale,232.41,5675,1318947,Apr 19 08:34 PM
Douglas Robert Andrew,President and COO,2022-04-18,Sale,233.29,8000,1866320,Apr 19 02:09 PM
Sandercock Brett,Chief Financial Officer,2022-04-11,Option Exercise,57.76,2500,144400,Apr 12 05:54 PM
Sandercock Brett,Chief Financial Officer,2022-04-11,Sale,247,2500,617500,Apr 12 05:54 PM
PENDARVIS DAVID,Chief Administrative Officer,2022-04-04,Sale,246.6,1544,380750,Apr 05 04:33 PM
Douglas Robert Andrew,President and COO,2022-03-15,Option Exercise,58.24,8000,465920,Mar 16 02:51 PM
Farrell Michael J.,Chief Executive Officer,2022-03-15,Option Exercise,57.76,5675,327788,Mar 16 03:24 PM
Farrell Michael J.,Chief Executive Officer,2022-03-15,Sale,242.37,5675,1375422,Mar 16 03:24 PM
Douglas Robert Andrew,President and COO,2022-03-15,Sale,238.07,8000,1904560,Mar 16 02:51 PM
Sandercock Brett,Chief Financial Officer,2022-03-10,Option Exercise,57.76,2500,144400,Mar 14 12:14 PM
Sandercock Brett,Chief Financial Officer,2022-03-10,Sale,241.29,2500,603225,Mar 14 12:14 PM
PENDARVIS DAVID,Chief Administrative Officer,2022-03-03,Sale,250.62,1544,386957,Mar 04 02:04 PM
Farrell Michael J.,Chief Executive Officer,2022-02-15,Option Exercise,57.76,5675,327788,Feb 16 06:31 PM
Douglas Robert Andrew,President and COO,2022-02-15,Option Exercise,58.24,8000,465920,Feb 16 04:08 PM
Douglas Robert Andrew,President and COO,2022-02-15,Sale,235.81,8000,1886480,Feb 16 04:08 PM
Farrell Michael J.,Chief Executive Officer,2022-02-15,Sale,234.06,5675,1328271,Feb 16 06:31 PM
Sandercock Brett,Chief Financial Officer,2022-02-10,Option Exercise,57.76,2500,144400,Feb 14 12:59 PM
Sandercock Brett,Chief Financial Officer,2022-02-10,Sale,241.86,2500,604650,Feb 14 12:59 PM
PENDARVIS DAVID,Chief Administration Officer,2022-02-03,Sale,232.87,1544,359551,Feb 04 07:14 PM
Douglas Robert Andrew,President and COO,2022-01-18,Option Exercise,58.24,8000,465920,Jan 20 05:40 PM
