Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
GOODWIN C KIM,Director,2022-06-07,Option Exercise,0,1316,0,Jun 09 06:01 PM
HINES MICHAEL F,Director,2022-06-07,Option Exercise,0,1316,0,Jun 09 06:00 PM
CHING DAVID T,Director,2022-06-07,Option Exercise,0,1316,0,Jun 09 06:00 PM
Abdalla Zein,Director,2022-06-07,Option Exercise,0,25594,0,Jun 09 06:00 PM
BERKERY ROSEMARY T,Director,2022-06-07,Option Exercise,0,1316,0,Jun 09 06:00 PM
LANE AMY B,Director,2022-06-07,Option Exercise,0,658,0,Jun 09 06:00 PM
OBRIEN JOHN F,Director,2022-06-07,Option Exercise,0,1316,0,Jun 09 06:00 PM
Sherr Richard,"SEVP, Group President",2022-06-03,Sale,62.25,46997,2925563,Jun 06 05:00 PM
Canestrari Kenneth,SEVP - Group President,2022-05-19,Sale,61.04,35827,2186927,May 20 05:00 PM
Goldenberg Scott,"SEVP, CFO",2022-05-19,Sale,62.03,30000,1860891,May 20 05:00 PM
Herrman Ernie,CEO & President,2021-12-08,Sale,74.18,40000,2967124,Dec 09 05:00 PM
Herrman Ernie,CEO & President,2021-12-03,Option Exercise,29.85,58460,1745031,Dec 06 06:00 PM
Herrman Ernie,CEO & President,2021-11-19,Option Exercise,29.85,30000,895500,Nov 22 06:01 PM
Herrman Ernie,CEO & President,2021-11-19,Sale,71.59,18000,1288615,Nov 22 06:01 PM
MEYROWITZ CAROL,Executive Chairman,2021-08-20,Sale,74.07,72546,5373156,Aug 24 05:50 PM
Goldenberg Scott,"SEVP, CFO",2021-08-19,Option Exercise,36.6,13026,476817,Aug 20 05:00 PM
Goldenberg Scott,"SEVP, CFO",2021-08-19,Sale,72.98,39643,2893225,Aug 20 05:00 PM
