Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Screven Edward,Chief Corporate Architect,2022-06-29,Option Exercise,29.72,419174,12457851,Jun 29 07:09 PM
Screven Edward,Chief Corporate Architect,2022-06-29,Sale,69.22,419174,29015224,Jun 29 07:09 PM
Screven Edward,Chief Corporate Architect,2022-06-28,Option Exercise,29.72,280826,8346149,Jun 29 07:09 PM
Screven Edward,Chief Corporate Architect,2022-06-28,Sale,70.84,280826,19893826,Jun 29 07:09 PM
Screven Edward,Chief Corporate Architect,2022-06-27,Option Exercise,0,62500,0,Jun 29 07:09 PM
Daley Dorian,EVP and General Counsel,2022-06-27,Option Exercise,0,83125,0,Jun 28 08:50 PM
West W Corey,"Controller, EVP, CAO",2022-06-27,Option Exercise,0,40938,0,Jun 28 08:51 PM
HENLEY JEFFREY,Vice Chairman,2022-06-27,Option Exercise,0,25000,0,Jun 28 08:49 PM
Daley Dorian,EVP and General Counsel,2022-06-27,Option Exercise,0,83125,0,Jun 28 08:50 PM
CATZ SAFRA,Chief Executive Officer,2022-06-24,Option Exercise,29.72,980000,29125600,Jun 24 07:19 PM
CATZ SAFRA,Chief Executive Officer,2022-06-24,Sale,69.8,980000,68408454,Jun 24 07:19 PM
CATZ SAFRA,Chief Executive Officer,2022-06-23,Option Exercise,29.72,1000000,29720000,Jun 24 07:19 PM
CATZ SAFRA,Chief Executive Officer,2022-06-23,Sale,67.13,1000000,67125862,Jun 24 07:19 PM
CATZ SAFRA,Chief Executive Officer,2022-06-22,Option Exercise,29.72,1000000,29720000,Jun 22 07:31 PM
CATZ SAFRA,Chief Executive Officer,2022-06-22,Sale,66.87,1000000,66870735,Jun 22 07:31 PM
ELLISON LAWRENCE JOSEPH,Executive Chairman,2022-06-21,Option Exercise,29.72,7000000,208040000,Jun 23 05:48 PM
CATZ SAFRA,Chief Executive Officer,2022-06-21,Option Exercise,29.72,1020000,30314400,Jun 22 07:31 PM
CATZ SAFRA,Chief Executive Officer,2022-06-21,Sale,68.12,1020000,69483419,Jun 22 07:31 PM
CATZ SAFRA,Chief Executive Officer,2022-06-17,Option Exercise,29.72,1000000,29720000,Jun 22 07:31 PM
CATZ SAFRA,Chief Executive Officer,2022-06-17,Sale,68.08,1000000,68081531,Jun 22 07:31 PM
James Renee Jo,Director,2022-04-04,Sale,84.11,6000,504663,Apr 04 09:06 PM
MOORMAN CHARLES W,Director,2022-01-20,Buy,83.76,15000,1256445,Jan 21 08:37 PM
SELIGMAN NAOMI O,Director,2021-12-27,Option Exercise,42.02,30000,1260600,Dec 28 03:23 PM
SELIGMAN NAOMI O,Director,2021-12-27,Sale,89.27,30000,2678016,Dec 28 03:23 PM
Daley Dorian,EVP and General Counsel,2021-12-23,Sale,89.69,20482,1837081,Dec 27 01:31 PM
Fairhead Rona Alison,Director,2021-10-14,Buy,96.02,2277,218640,Oct 18 07:32 PM
HENLEY JEFFREY,Executive Vice Chairman,2021-09-27,Option Exercise,29.72,156635,4655192,Sep 28 07:51 PM
Daley Dorian,EVP and General Counsel,2021-09-27,Option Exercise,40.93,175000,7162750,Sep 28 07:53 PM
Daley Dorian,EVP and General Counsel,2021-09-27,Sale,90.58,175000,15851092,Sep 28 07:53 PM
HENLEY JEFFREY,Executive Vice Chairman,2021-09-27,Sale,90.03,156635,14101677,Sep 28 07:51 PM
HENLEY JEFFREY,Executive Vice Chairman,2021-09-24,Option Exercise,29.72,135741,4034223,Sep 24 09:03 PM
HENLEY JEFFREY,Executive Vice Chairman,2021-09-24,Sale,90.01,135741,12217477,Sep 24 09:03 PM
HENLEY JEFFREY,Executive Vice Chairman,2021-09-23,Option Exercise,29.72,107624,3198585,Sep 24 09:03 PM
HENLEY JEFFREY,Executive Vice Chairman,2021-09-23,Sale,90.01,107624,9686709,Sep 24 09:03 PM
Fairhead Rona Alison,Director,2021-09-20,Buy,85.12,1286,109464,Oct 05 06:43 PM
West W Corey,"Controller, EVP, CAO",2021-08-04,Option Exercise,0,25000,0,Aug 05 06:56 PM
HENLEY JEFFREY,Executive Vice Chairman,2021-08-04,Option Exercise,0,25000,0,Aug 05 06:57 PM
Daley Dorian,EVP and General Counsel,2021-08-04,Option Exercise,0,43750,0,Aug 05 06:55 PM
Screven Edward,Chief Corporate Architect,2021-08-04,Option Exercise,0,50000,0,Aug 05 06:54 PM
SELIGMAN NAOMI O,Director,2021-08-03,Option Exercise,37.31,35000,1305900,Aug 05 06:52 PM
SELIGMAN NAOMI O,Director,2021-08-03,Sale,87.88,35000,3075800,Aug 05 06:52 PM
Daley Dorian,EVP and General Counsel,2021-07-10,Option Exercise,0,40625,0,Jul 13 07:43 PM
West W Corey,"Controller, EVP, CAO",2021-07-10,Option Exercise,0,17813,0,Jul 13 07:44 PM
Screven Edward,Chief Corporate Architect,2021-07-10,Option Exercise,0,46875,0,Jul 13 07:43 PM
BOSKIN MICHAEL J,Director,2021-07-02,Option Exercise,26.47,37500,992625,Jul 06 07:13 PM
BOSKIN MICHAEL J,Director,2021-07-02,Sale,80.04,37500,3001361,Jul 06 07:13 PM
