Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
MCCOY DUSTAN E,Director,2022-05-31,Option Exercise,32.07,10000,320700,Jun 02 05:30 PM
MCCOY DUSTAN E,Director,2022-05-31,Sale,39.24,8200,321796,Jun 02 05:30 PM
GRANT HUGH,Director,2022-04-25,Buy,40.75,12300,501225,Apr 26 05:26 PM
WHITMIRE C DONALD JR,VP Controller & Financial Rptg,2022-03-04,Sale,49.97,170,8495,Mar 07 05:46 PM
QUIRK KATHLEEN L,President and CFO,2022-02-16,Option Exercise,18.98,380000,7212400,Feb 17 05:45 PM
QUIRK KATHLEEN L,President and CFO,2022-02-16,Sale,44.02,80000,3521664,Feb 17 05:45 PM
WHITMIRE C DONALD JR,VP Controller & Financial Rptg,2022-02-09,Option Exercise,18.33,44000,806730,Feb 11 05:31 PM
WHITMIRE C DONALD JR,VP Controller & Financial Rptg,2022-02-09,Sale,43.44,44000,1911540,Feb 11 05:31 PM
QUIRK KATHLEEN L,EVP and CFO,2022-02-04,Option Exercise,24.08,40500,975240,Feb 08 06:48 PM
QUIRK KATHLEEN L,EVP and CFO,2022-02-04,Sale,38.55,40500,1561137,Feb 08 06:48 PM
ADKERSON RICHARD C,Chairman of the Board & CEO,2021-12-06,Sale,36.71,202701,7441296,Dec 06 06:58 PM
ADKERSON RICHARD C,Chairman of the Board & CEO,2021-12-02,Option Exercise,15.04,1124167,16907804,Dec 06 06:58 PM
Lance Ryan Michael,Director,2021-11-23,Buy,38.72,130,5034,Dec 03 05:17 PM
WHITMIRE C DONALD JR,VP Controller & Financial Rptg,2021-11-08,Option Exercise,23.37,67000,1565870,Nov 09 05:14 PM
WHITMIRE C DONALD JR,VP Controller & Financial Rptg,2021-11-08,Sale,39.1,67000,2619673,Nov 09 05:14 PM
