Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
BIRK MARK C,Chmn & President of Subsidiary,2022-06-02,Sale,93.9,4000,375600,Jun 06 04:36 PM
MOEHN MICHAEL L,Executive VP & CFO,2022-06-01,Sale,95.32,2630,250692,Jun 03 05:04 PM
MARK RICHARD J,Chmn & President of Subsidiary,2022-03-31,Sale,93.67,6000,562020,Apr 04 07:12 PM
Schukar Shawn E,Chmn & President of Subsidiary,2022-03-31,Sale,94.48,574,54232,Apr 04 07:11 PM
LYONS MARTIN J,President & CEO,2022-03-31,Sale,94.02,163,15325,Apr 04 07:10 PM
Lindgren Mark C,SVP & Chief HR Officer of Sub,2022-03-31,Sale,94.44,999,94346,Apr 04 07:08 PM
MARK RICHARD J,Chmn & President of Subsidiary,2022-03-10,Sale,87.37,3500,305795,Mar 14 05:00 PM
Nwamu Chonda J,"SVP, GC & Secretary",2022-03-10,Sale,87.41,1677,146587,Mar 14 04:56 PM
BAXTER WARNER L,Executive Chairman,2022-03-08,Sale,88.1,21789,1919611,Mar 10 04:36 PM
Schukar Shawn E,Chmn & President of Subsidiary,2022-03-01,Sale,85.4,1600,136640,Mar 02 07:39 PM
MOEHN MICHAEL L,Executive VP & CFO,2022-03-01,Sale,85.69,2925,250654,Mar 02 07:37 PM
LYONS MARTIN J,President & CEO,2022-03-01,Sale,85.44,8164,697520,Mar 02 07:36 PM
Lindgren Mark C,SVP & Chief HR Officer of Sub,2022-03-01,Sale,85.89,1175,100921,Mar 02 07:34 PM
BAXTER WARNER L,Executive Chairman,2022-03-01,Sale,85.21,27345,2329990,Mar 02 07:32 PM
Schukar Shawn E,Chmn & President of Subsidiary,2022-02-28,Sale,85.96,1562,134270,Mar 02 07:39 PM
BAXTER WARNER L,"Chairman, President & CEO",2021-12-14,Sale,87.31,57000,4976670,Dec 16 04:38 PM
Lindgren Mark C,SVP & Chief HR Officer of Sub,2021-11-22,Sale,85.71,2700,231417,Nov 24 03:11 PM
MARK RICHARD J,Chmn & President of Subsidiary,2021-09-30,Sale,82.18,6000,493080,Mar 02 04:53 PM
MOEHN MICHAEL L,Executive VP & CFO,2021-08-19,Sale,89.89,10000,898900,Aug 20 04:18 PM
