Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Elcan Patricia F,10% Owner,2022-07-25,Buy,198.66,325,64564,Jul 27 08:16 PM
Berres Jennifer,SVP & Chief Human Res. Officer,2022-05-13,Sale,218.87,2358,516086,May 17 05:40 PM
Whalen Kathleen M,SVP & Chief Ethics Officer,2022-05-03,Sale,215.38,500,107690,May 05 05:05 PM
FRIST THOMAS F JR,10% Owner,2022-05-02,Buy,211.93,89100,18883001,May 04 05:52 PM
McAlevey Michael R,SVP & Chief Legal Officer,2022-04-29,Buy,218.56,1110,242602,May 03 05:59 PM
Smith Andrea B,Director,2022-04-28,Buy,213.63,1160,247815,May 02 06:01 PM
Sowell Joseph A III,SVP; Chief Development Officer,2022-03-11,Sale,269,11522,3099418,Mar 15 06:33 PM
MOORE A BRUCE JR,Group President - Service Line,2022-02-17,Sale,253.18,9367,2371502,Feb 18 06:47 PM
MOORE A BRUCE JR,Group President - Service Line,2022-02-16,Sale,244.01,20633,5034685,Feb 18 06:47 PM
Sowell Joseph A III,SVP; Chief Development Officer,2022-01-05,Option Exercise,47.97,23375,1121299,Jan 06 06:38 PM
Sowell Joseph A III,SVP; Chief Development Officer,2022-01-04,Sale,259.23,22198,5754390,Jan 06 06:38 PM
Sowell Joseph A III,SVP; Chief Development Officer,2021-12-29,Option Exercise,37.18,42750,1589445,Jan 03 06:38 PM
Foster Jon M,Group President,2021-11-11,Sale,241.64,16294,3937299,Nov 12 05:27 PM
Billington Phillip G,SVP-Internal Audit Services,2021-11-10,Sale,246.25,8252,2032096,Nov 10 07:03 PM
Reiner Deborah M,SVP - Mktg. & Communications,2021-11-10,Sale,246.23,2052,505261,Nov 12 05:28 PM
Foster Jon M,Group President,2021-11-09,Option Exercise,47.97,33375,1600999,Nov 12 05:27 PM
Englebright Jane D.,SVP and Chief Nursing Officer,2021-11-09,Sale,249.61,3364,839689,Nov 12 05:26 PM
Billington Phillip G,SVP-Internal Audit Services,2021-11-08,Option Exercise,22.95,15000,344250,Nov 10 07:03 PM
Torres Kathryn A.,SVP-Payer Contracting & Align.,2021-11-08,Option Exercise,141.17,8095,1142748,Nov 10 07:03 PM
Berres Jennifer,SVP & Chief Human Res. Officer,2021-11-05,Option Exercise,75.99,10640,808545,Nov 09 07:02 PM
Wyatt Christopher F.,SVP & Controller,2021-11-05,Sale,252.94,2100,531174,Nov 09 07:02 PM
RUTHERFORD BILL B,CFO and EVP,2021-11-04,Sale,250,20647,5161750,Nov 05 06:25 PM
Whalen Kathleen M,SVP & Chief Ethics Officer,2021-11-04,Sale,250.48,3815,955598,Nov 04 06:22 PM
Englebright Jane D.,SVP and Chief Nursing Officer,2021-11-03,Option Exercise,69.58,7688,534931,Nov 05 06:26 PM
RUTHERFORD BILL B,CFO and EVP,2021-11-03,Sale,250,9353,2338250,Nov 05 06:25 PM
Whalen Kathleen M,SVP & Chief Ethics Officer,2021-11-02,Option Exercise,60.58,8325,504300,Nov 04 06:22 PM
HAZEN SAMUEL N,CEO,2021-11-02,Sale,251.72,50000,12586223,Nov 02 07:34 PM
Wyatt Christopher F.,SVP & Controller,2021-10-29,Option Exercise,79.8,5260,419748,Nov 02 07:36 PM
HAZEN SAMUEL N,CEO,2021-10-29,Option Exercise,47.97,152625,7321421,Nov 02 07:34 PM
RUTHERFORD BILL B,CFO and EVP,2021-10-29,Option Exercise,47.97,78625,3771641,Nov 02 07:35 PM
Englebright Jane D.,SVP and Chief Nursing Officer,2021-08-05,Sale,250.12,4018,1004997,Aug 09 05:33 PM
MOORE A BRUCE JR,Group President - Service Line,2021-08-03,Option Exercise,37.18,37500,1394250,Aug 05 07:17 PM
Cuffe Michael S.,President-Physician Services,2021-08-03,Sale,251.91,2500,629774,Aug 05 07:16 PM
Hall Charles J,Group President,2021-08-03,Sale,252.94,6000,1517640,Aug 04 09:02 PM
Englebright Jane D.,SVP and Chief Nursing Officer,2021-08-02,Sale,249.57,409,102073,Aug 03 07:26 PM
Perlin Jonathan B,Pres-Clinical Operations & CMO,2021-08-02,Sale,250,40000,10000006,Aug 04 09:11 PM
Hall Charles J,Group President,2021-08-02,Sale,250.94,3000,752820,Aug 04 09:02 PM
Englebright Jane D.,SVP and Chief Nursing Officer,2021-07-30,Sale,249.43,2900,723352,Aug 03 07:26 PM
Englebright Jane D.,SVP and Chief Nursing Officer,2021-07-29,Sale,249.36,200,49872,Jul 29 06:32 PM
Englebright Jane D.,SVP and Chief Nursing Officer,2021-07-27,Option Exercise,61.09,8800,537581,Jul 29 06:32 PM
Paslick P. Martin,SVP and CIO,2021-07-27,Sale,250,7466,1866500,Jul 29 06:34 PM
Hall Charles J,Group President,2021-07-27,Sale,249.94,3000,749820,Jul 29 06:33 PM
Whalen Kathleen M,SVP & Chief Ethics Officer,2021-07-22,Sale,246.9,886,218752,Jul 26 06:15 PM
Paslick P. Martin,SVP and CIO,2021-07-21,Option Exercise,69.58,17080,1188426,Jul 23 07:19 PM
Torres Kathryn A.,SVP-Payer Contracting & Align.,2021-07-21,Sale,252,1000,252000,Jul 23 07:10 PM
