Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Kummeth Charles R.,CHIEF EXECUTIVE OFFICER,2022-07-28,Option Exercise,108.49,45346,4919588,Aug 01 06:11 PM
Kummeth Charles R.,CHIEF EXECUTIVE OFFICER,2022-07-06,Option Exercise,108.49,50000,5424500,Jul 08 05:18 PM
HIGGINS JOHN L,Director,2022-06-08,Option Exercise,66.9,600,40140,Jun 09 05:07 PM
HIGGINS JOHN L,Director,2022-06-08,Sale,366.09,600,219654,Jun 09 05:07 PM
Kummeth Charles R.,CHIEF EXECUTIVE OFFICER,2022-06-07,Option Exercise,108.49,5104,553733,Jun 09 05:05 PM
HIGGINS JOHN L,Director,2022-06-07,Option Exercise,66.9,1000,66900,Jun 09 05:07 PM
HIGGINS JOHN L,Director,2022-06-07,Sale,364.31,1000,364310,Jun 09 05:07 PM
Kummeth Charles R.,CHIEF EXECUTIVE OFFICER,2022-06-07,Sale,365,5104,1862960,Jun 09 05:05 PM
BAUMGARTNER ROBERT V,Director,2022-05-10,Buy,352.55,300,105765,May 11 04:52 PM
Kelderman Kim,Pres. Diagnostics & Genom,2022-02-08,Option Exercise,150.78,1989,299901,Feb 10 04:31 PM
Kummeth Charles R.,Chief Executive Officer,2022-01-28,Option Exercise,115.08,1737,199896,Feb 01 04:35 PM
Kelderman Kim,Pres. Diagnostics & Genom,2021-11-19,Option Exercise,150.78,500,75390,Nov 23 08:02 PM
Kelderman Kim,Pres. Diagnostics & Genom,2021-11-19,Sale,505.38,500,252689,Nov 23 08:02 PM
Eansor Norman David,President-Protein Sciences,2021-11-16,Option Exercise,125.05,799,99915,Nov 16 04:51 PM
Eansor Norman David,President-Protein Sciences,2021-11-12,Option Exercise,125.05,27159,3396233,Nov 16 04:51 PM
Eansor Norman David,President-Protein Sciences,2021-11-12,Sale,504,27159,13688193,Nov 16 04:51 PM
Hippel James,Chief Financial Officer,2021-11-02,Option Exercise,125.05,200,25010,Nov 03 05:29 PM
Hippel James,Chief Financial Officer,2021-11-02,Sale,525.1,200,105020,Nov 03 05:29 PM
Hippel James,Chief Financial Officer,2021-11-01,Option Exercise,125.05,8822,1103191,Nov 03 05:29 PM
Hippel James,Chief Financial Officer,2021-11-01,Sale,526.52,8822,4644970,Nov 03 05:29 PM
Hippel James,Chief Financial Officer,2021-10-29,Option Exercise,125.05,662,82783,Nov 01 04:36 PM
Hippel James,Chief Financial Officer,2021-10-29,Sale,525.23,662,347704,Nov 01 04:36 PM
Hippel James,Chief Financial Officer,2021-10-28,Sale,525.18,100,52518,Nov 01 04:36 PM
Kelderman Kim,Pres. Diagnostics & Genom,2021-09-22,Sale,529.04,822,434871,Sep 24 04:30 PM
STEER RANDOLPH C,Director,2021-09-07,Option Exercise,89.58,8000,716680,Sep 09 04:26 PM
STEER RANDOLPH C,Director,2021-09-07,Sale,509.98,8000,4079823,Sep 09 04:26 PM
Kummeth Charles R.,Chief Executive Officer,2021-09-02,Option Exercise,108.49,73492,7973147,Sep 07 05:00 PM
Furlow Brenda S.,SVP - General Counsel,2021-09-02,Option Exercise,125.05,6871,859219,Sep 07 04:58 PM
Hippel James,Chief Financial Officer,2021-09-02,Option Exercise,106.59,10000,1065900,Sep 07 04:59 PM
Furlow Brenda S.,SVP - General Counsel,2021-09-02,Sale,509.94,6871,3503764,Sep 07 04:58 PM
Hippel James,Chief Financial Officer,2021-09-02,Sale,507.22,10000,5072165,Sep 07 04:59 PM
Furlow Brenda S.,SVP - General Counsel,2021-08-31,Option Exercise,125.05,5000,625250,Sep 02 04:48 PM
Furlow Brenda S.,SVP - General Counsel,2021-08-31,Sale,505.66,5000,2528311,Sep 02 04:48 PM
Eansor Norman David,President-Protein Sciences,2021-08-31,Sale,503.07,1538,773728,Sep 02 04:49 PM
BAUMGARTNER ROBERT V,Director,2021-08-23,Option Exercise,87.39,4000,349560,Aug 25 04:42 PM
Nusse Roeland,Director,2021-08-23,Option Exercise,70.35,4000,281400,Aug 25 05:13 PM
Nusse Roeland,Director,2021-08-23,Sale,481.52,4000,1926065,Aug 25 05:13 PM
BAUMGARTNER ROBERT V,Director,2021-08-23,Sale,485.55,4000,1942183,Aug 25 04:42 PM
Furlow Brenda S.,SVP - General Counsel,2021-08-19,Option Exercise,109.99,4337,477030,Aug 23 04:15 PM
Furlow Brenda S.,SVP - General Counsel,2021-08-19,Sale,473.95,3538,1676849,Aug 23 04:15 PM
Kummeth Charles R.,Chief Executive Officer,2021-08-11,Option Exercise,108.49,921,99919,Aug 13 04:03 PM
Hippel James,Chief Financial Officer,2021-08-09,Option Exercise,106.59,10000,1065900,Aug 10 06:21 PM
Hippel James,Chief Financial Officer,2021-08-09,Sale,478.9,10000,4788992,Aug 10 06:21 PM
Furlow Brenda S.,SVP - General Counsel,2021-08-08,Option Exercise,0,1374,0,Aug 10 06:20 PM
Eansor Norman David,President-Protein Sciences,2021-08-08,Option Exercise,0,2537,0,Aug 10 06:19 PM
Kelderman Kim,Pres. Diagnostics & Genom,2021-08-08,Option Exercise,0,1691,0,Aug 10 06:21 PM
Hippel James,Chief Financial Officer,2021-08-08,Option Exercise,0,3383,0,Aug 10 06:21 PM
Kummeth Charles R.,Chief Executive Officer,2021-08-06,Option Exercise,0,16918,0,Aug 10 06:22 PM
Hippel James,Chief Financial Officer,2021-07-12,Option Exercise,106.59,10000,1065900,Jul 14 04:57 PM
Hippel James,Chief Financial Officer,2021-07-12,Sale,456.67,10000,4566663,Jul 14 04:57 PM
