Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
WILSON THOMAS J,"Chairman, President & CEO",2022-06-03,Sale,132.61,99828,13238280,Jun 06 04:19 PM
WILSON THOMAS J,"Chairman, President & CEO",2022-06-02,Sale,133.39,142000,18940873,Jun 06 04:19 PM
SPRIESER JUDITH A,Director,2022-06-01,Option Exercise,0,1623,0,Jun 03 04:30 PM
Mehta Siddharth N,Director,2022-06-01,Option Exercise,0,1623,0,Jun 03 04:20 PM
KEANE MARGARET M,Director,2022-06-01,Option Exercise,0,1623,0,Jun 03 04:31 PM
Sherrill Gregg M,Director,2022-06-01,Option Exercise,0,1623,0,Jun 03 04:29 PM
SPRIESER JUDITH A,Director,2022-06-01,Sale,135.58,1623,220046,Jun 03 04:30 PM
WILSON THOMAS J,"Chairman, President & CEO",2022-05-31,Option Exercise,45.61,363409,16575084,Jun 03 08:34 AM
Pintozzi John C,"SVP, Controller, and CAO",2022-02-25,Sale,123.87,3000,371613,Mar 01 04:19 PM
Prindiville Mark Q,EVP & Chief Risk Officer - AIC,2022-02-19,Option Exercise,0,387,0,Feb 22 04:33 PM
Pintozzi John C,"SVP, Controller, and CAO",2022-02-19,Option Exercise,0,282,0,Feb 22 04:26 PM
Shapiro Glenn T,PresPersonalProperty-Liability,2022-02-18,Option Exercise,99.03,45401,4496202,Feb 23 04:19 PM
Pintozzi John C,"SVP, Controller, and CAO",2022-02-18,Option Exercise,0,344,0,Feb 22 04:26 PM
Merten Jesse E,"President, Financial Products",2022-02-18,Sale,124.73,7450,929231,Feb 23 04:22 PM
Shapiro Glenn T,PresPersonalProperty-Liability,2022-02-18,Sale,124.96,63801,7972322,Feb 23 04:19 PM
Rizzo Mario,EVP & Chief Financial Officer,2022-02-04,Option Exercise,70.62,25648,1811289,Feb 08 04:33 PM
SPRIESER JUDITH A,Director,2022-02-04,Sale,121.25,1652,200305,Feb 08 04:34 PM
Rizzo Mario,EVP & Chief Financial Officer,2022-02-04,Sale,122.57,25648,3143729,Feb 08 04:33 PM
Ferguson Rhonda S,"EVP, CLO, GC & Secretary",2021-10-05,Option Exercise,0,10674,0,Oct 07 04:38 PM
