Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Berman Walter Stanley,EXECUTIVE VP AND CFO,2022-03-28,Sale,312.01,8711,2717958,Mar 30 04:16 PM
Alvero Gumer,PRESIDENT-INSURANCE&ANNUITIES,2022-03-25,Option Exercise,87.79,5061,444305,Mar 29 04:19 PM
CRACCHIOLO JAMES M,CHAIRMAN AND CEO,2022-03-25,Sale,314.16,56622,17788523,Mar 29 04:22 PM
Alvero Gumer,PRESIDENT-INSURANCE&ANNUITIES,2022-03-25,Sale,314.3,2044,642425,Mar 29 04:19 PM
TRUSCOTT WILLIAM F,"CEO, Global Asset Management",2022-02-14,Sale,305.09,16000,4881468,Feb 15 06:09 PM
THISSEN KAREN WILSON,Executive VP and GC,2022-02-11,Option Exercise,126.89,4459,565803,Feb 15 06:10 PM
THISSEN KAREN WILSON,Executive VP and GC,2022-02-11,Sale,313.88,6444,2022661,Feb 15 06:10 PM
Sweeney Joseph Edward,Pres-AWM Products & Services,2022-02-11,Sale,315.45,12981,4094838,Feb 15 06:10 PM
Hutt John R.,Sr Vice Pres and Controller,2022-02-10,Option Exercise,87.79,2825,248007,Feb 14 04:14 PM
Hutt John R.,Sr Vice Pres and Controller,2022-02-10,Sale,323.02,1285,415081,Feb 14 04:14 PM
Berman Walter Stanley,Executive VP and CFO,2022-02-09,Sale,319.37,7000,2235597,Feb 09 06:13 PM
Berman Walter Stanley,Executive VP and CFO,2022-02-07,Sale,311,5000,1554993,Feb 09 06:13 PM
CRACCHIOLO JAMES M,Chairman and CEO,2021-12-27,Option Exercise,126.89,86266,10946293,Dec 29 04:11 PM
CRACCHIOLO JAMES M,Chairman and CEO,2021-12-27,Sale,306.35,23990,7349375,Dec 29 04:11 PM
Hutt John R.,Sr Vice Pres and Controller,2021-12-16,Option Exercise,128.76,1735,223399,Dec 20 04:37 PM
Hutt John R.,Sr Vice Pres and Controller,2021-12-16,Sale,302.61,668,202145,Dec 20 04:37 PM
THISSEN KAREN WILSON,Executive VP and GC,2021-11-08,Sale,308.03,1500,462039,Nov 10 04:27 PM
Hutt John R.,Sr Vice Pres and Controller,2021-11-01,Option Exercise,107.61,1476,158832,Nov 03 04:29 PM
CRACCHIOLO JAMES M,Chairman and CEO,2021-10-29,Option Exercise,123.37,108334,13365166,Nov 02 04:38 PM
CRACCHIOLO JAMES M,Chairman and CEO,2021-10-29,Sale,303.67,30632,9302121,Nov 02 04:38 PM
Berman Walter Stanley,Executive VP and CFO,2021-10-28,Option Exercise,125.27,58229,7294239,Nov 01 04:15 PM
Berman Walter Stanley,Executive VP and CFO,2021-10-28,Sale,302.37,15986,4833688,Nov 01 04:15 PM
TRUSCOTT WILLIAM F,"CEO, Global Asset Management",2021-08-26,Option Exercise,87.79,53129,4664195,Aug 30 06:47 PM
TRUSCOTT WILLIAM F,"CEO, Global Asset Management",2021-08-26,Sale,271.39,19522,5298109,Aug 30 06:47 PM
Sweeney Joseph Edward,Pres-AWM Products & Services,2021-08-09,Option Exercise,87.79,26711,2344959,Aug 11 04:25 PM
Sweeney Joseph Edward,Pres-AWM Products & Services,2021-08-09,Sale,265.52,11210,2976503,Aug 11 04:25 PM
