Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Pfeiffer Nicholas,Corporate Controller,2022-06-07,Sale,119.78,1000,119780,Jun 08 02:35 PM
Pfeiffer Nicholas,Corporate Controller,2022-03-11,Option Exercise,75.69,2181,165080,Mar 14 03:06 PM
Pfeiffer Nicholas,Corporate Controller,2022-03-11,Sale,123.65,2181,269681,Mar 14 03:06 PM
Sandifer Andrew D,EVP and CFO,2022-03-04,Option Exercise,49.89,5625,280631,Mar 07 04:38 PM
Sandifer Andrew D,EVP and CFO,2022-03-04,Sale,119.36,1500,179040,Mar 07 04:38 PM
Reilly Michael Finian,"EVP, General Counsel & Sec.",2022-03-01,Option Exercise,56.62,4915,278281,Mar 02 02:14 PM
Reilly Michael Finian,"EVP, General Counsel & Sec.",2022-03-01,Sale,115.41,4915,567242,Mar 02 02:14 PM
Pfeiffer Nicholas,Corporate Controller,2022-02-22,Option Exercise,75.69,2500,189225,Feb 24 09:39 AM
Pfeiffer Nicholas,Corporate Controller,2022-02-22,Sale,116.4,2500,291000,Feb 24 09:39 AM
Pfeiffer Nicholas,Corporate Controller,2021-11-08,Sale,106.83,1000,106830,Nov 09 12:02 PM
Sandifer Andrew D,EVP and CFO,2021-09-03,Buy,96.97,1260,122182,Sep 07 03:42 PM
DAVIDSON CAROL ANTHONY,Director,2021-08-30,Buy,93.89,1500,140836,Aug 30 03:01 PM
DOUGLAS MARK,President and CEO,2021-08-24,Buy,90.57,1100,99624,Aug 25 04:21 PM
