Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Matheson Monique S.,EVP: CHRO,2022-07-07,Option Exercise,56.4,20000,1128000,Jul 08 04:29 PM
Matheson Monique S.,EVP: CHRO,2022-07-07,Sale,107.19,30000,3215624,Jul 08 04:29 PM
Matheson Monique S.,EVP: CHRO,2022-07-06,Sale,104.25,10025,1045065,Jul 08 04:29 PM
Matheson Monique S.,EVP: CHRO,2022-07-05,Option Exercise,38.76,9500,368220,Jul 06 04:34 PM
Matheson Monique S.,EVP: CHRO,2022-07-05,Sale,103.45,19500,2017346,Jul 06 04:34 PM
ROGERS JOHN W JR,Director,2022-06-30,Buy,102.96,10000,1029646,Jul 01 04:24 PM
Friend Matthew,EVP: CFO,2022-06-13,Sale,110.52,9032,998217,Jun 15 04:24 PM
Campion Andrew,CHIEF OPERATING OFFICER,2022-06-03,Sale,120.61,14203,1713024,Jun 06 07:05 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2022-02-14,Option Exercise,23.27,60000,1396200,Feb 16 04:17 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2022-02-14,Sale,141.58,60000,8494621,Feb 16 04:17 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2022-01-26,Option Exercise,23.27,100000,2327000,Jan 27 07:02 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2022-01-26,Sale,146.39,100000,14638772,Jan 27 07:02 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2022-01-07,Option Exercise,23.27,81041,1885824,Jan 10 04:19 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2022-01-07,Sale,158.37,81041,12834657,Jan 10 04:19 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2021-12-30,Option Exercise,23.27,18959,441176,Jan 03 04:20 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2021-12-30,Sale,170,18959,3223087,Jan 03 04:20 PM
Henry Peter B.,Director,2021-12-22,Sale,167.97,1787,300163,Dec 23 04:16 PM
Krane Hilary K,"EVP, CAO & General Counsel",2021-12-15,Option Exercise,56.4,10750,606300,Dec 16 04:17 PM
Krane Hilary K,"EVP, CAO & General Counsel",2021-12-15,Sale,165,10750,1773750,Dec 16 04:17 PM
Krane Hilary K,"EVP, CAO & General Counsel",2021-11-15,Option Exercise,55.17,10750,593070,Nov 16 05:30 PM
Krane Hilary K,"EVP, CAO & General Counsel",2021-11-15,Sale,169.7,10750,1824275,Nov 16 05:30 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2021-11-03,Option Exercise,23.27,60000,1396200,Nov 05 04:28 PM
O'NEILL HEIDI,PRES: CONSUMER AND MKTPLC,2021-11-03,Option Exercise,59.1,7500,443250,Nov 05 04:31 PM
O'NEILL HEIDI,PRES: CONSUMER AND MKTPLC,2021-11-03,Sale,170,12089,2055130,Nov 05 04:31 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2021-11-03,Sale,171.37,60000,10282115,Nov 05 04:28 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2021-11-02,Option Exercise,23.27,100000,2327000,Nov 03 04:29 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2021-11-02,Sale,167.52,100000,16752247,Nov 03 04:29 PM
Comstock Elizabeth J,Director,2021-10-18,Option Exercise,34.75,14000,486500,Oct 20 04:11 PM
Comstock Elizabeth J,Director,2021-10-18,Sale,158.72,14000,2222010,Oct 20 04:11 PM
Krane Hilary K,"EVP, CAO & General Counsel",2021-10-15,Option Exercise,38.76,10750,416670,Oct 19 04:18 PM
Krane Hilary K,"EVP, CAO & General Counsel",2021-10-15,Sale,157.8,10750,1696350,Oct 19 04:18 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2021-10-13,Option Exercise,23.27,100000,2327000,Oct 15 04:16 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2021-10-13,Sale,154.99,100000,15498558,Oct 15 04:16 PM
Campion Andrew,CHIEF OPERATING OFFICER,2021-08-05,Sale,171.5,7125,1221938,Aug 06 04:24 PM
Friend Matthew,EVP: CFO,2021-08-05,Sale,171.5,3546,608139,Aug 06 04:22 PM
Friend Matthew,EVP: CFO,2021-08-03,Option Exercise,56.4,43000,2425200,Aug 05 04:21 PM
Friend Matthew,EVP: CFO,2021-08-03,Sale,170,43000,7310000,Aug 05 04:21 PM
O'NEILL HEIDI,PRES: CONSUMER AND MKTPLC,2021-07-21,Sale,160.77,13000,2090010,Jul 22 04:36 PM
Krane Hilary K,"EVP, CAO & General Counsel",2021-07-14,Option Exercise,38.76,15000,581400,Jul 15 04:54 PM
Krane Hilary K,"EVP, CAO & General Counsel",2021-07-14,Sale,161.87,15000,2428050,Jul 15 04:54 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2021-07-08,Option Exercise,23.27,140000,3257800,Jul 12 04:41 PM
PARKER MARK G,EXECUTIVE CHAIRMAN,2021-07-08,Sale,160.16,140000,22422400,Jul 12 04:41 PM
Krane Hilary K,"EVP, CAO & General Counsel",2021-07-02,Option Exercise,52.54,16000,840660,Jul 07 04:48 PM
Connors John G,Director,2021-07-02,Option Exercise,25.83,66000,1704740,Jul 07 04:52 PM
Connors John G,Director,2021-07-02,Sale,159.5,66000,10527000,Jul 07 04:52 PM
Krane Hilary K,"EVP, CAO & General Counsel",2021-07-02,Sale,159,16000,2544000,Jul 07 04:48 PM
